"ZIP
code [1]",Size of adjusted gross income,Number of returns
13797,"$50,000 under $75,000",150
13797,"$75,000 under $100,000",70
13797,"$100,000 under $200,000",80
13797,"$200,000 or more",**
,,
13801,,520
13801,"$1 under $25,000",210
13801,"$25,000 under $50,000",160
13801,"$50,000 under $75,000",90
13801,"$75,000 under $100,000",30
13801,"$100,000 under $200,000",30
13801,"$200,000 or more",**
,,
13802,,410
13802,"$1 under $25,000",150
13802,"$25,000 under $50,000",100
13802,"$50,000 under $75,000",70
13802,"$75,000 under $100,000",40
13802,"$100,000 under $200,000",50
13802,"$200,000 or more",**
,,
13803,,"1,830"
13803,"$1 under $25,000",700
13803,"$25,000 under $50,000",480
13803,"$50,000 under $75,000",300
13803,"$75,000 under $100,000",180
13803,"$100,000 under $200,000",150
13803,"$200,000 or more",20
,,
13804,,200
13804,"$1 under $25,000",70
13804,"$25,000 under $50,000",60
13804,"$50,000 under $75,000",50
13804,"$75,000 under $100,000",**
13804,"$100,000 under $200,000",20
13804,"$200,000 or more",**
,,
13807,,620
13807,"$1 under $25,000",230
13807,"$25,000 under $50,000",160
13807,"$50,000 under $75,000",80
13807,"$75,000 under $100,000",60
13807,"$100,000 under $200,000",90
13807,"$200,000 or more",**
,,
13808,,770
13808,"$1 under $25,000",300
13808,"$25,000 under $50,000",190
13808,"$50,000 under $75,000",110
13808,"$75,000 under $100,000",90
13808,"$100,000 under $200,000",80
13808,"$200,000 or more",**
,,
13809,,710
13809,"$1 under $25,000",260
13809,"$25,000 under $50,000",190
13809,"$50,000 under $75,000",120
13809,"$75,000 under $100,000",70
13809,"$100,000 under $200,000",70
13809,"$200,000 or more",**
,,
13810,,530
13810,"$1 under $25,000",210
13810,"$25,000 under $50,000",150
13810,"$50,000 under $75,000",80
13810,"$75,000 under $100,000",40
13810,"$100,000 under $200,000",50
13810,"$200,000 or more",**
,,
13811,,"1,940"
13811,"$1 under $25,000",690
13811,"$25,000 under $50,000",520
13811,"$50,000 under $75,000",320
13811,"$75,000 under $100,000",180
13811,"$100,000 under $200,000",210
13811,"$200,000 or more",20
,,
13812,,"1,010"
13812,"$1 under $25,000",390
13812,"$25,000 under $50,000",270
13812,"$50,000 under $75,000",160
13812,"$75,000 under $100,000",90
13812,"$100,000 under $200,000",100
13812,"$200,000 or more",**
,,
13813,,410
13813,"$1 under $25,000",180
13813,"$25,000 under $50,000",100
13813,"$50,000 under $75,000",60
13813,"$75,000 under $100,000",40
13813,"$100,000 under $200,000",30
13813,"$200,000 or more",**
,,
13815,,"6,010"
13815,"$1 under $25,000",2400
13815,"$25,000 under $50,000",1600
13815,"$50,000 under $75,000",860
13815,"$75,000 under $100,000",490
13815,"$100,000 under $200,000",550
13815,"$200,000 or more",110
,,
13820,,"7,820"
13820,"$1 under $25,000",3050
13820,"$25,000 under $50,000",1920
13820,"$50,000 under $75,000",1110
13820,"$75,000 under $100,000",680
13820,"$100,000 under $200,000",880
13820,"$200,000 or more",180
,,
13825,,"1,550"
13825,"$1 under $25,000",590
13825,"$25,000 under $50,000",410
13825,"$50,000 under $75,000",270
13825,"$75,000 under $100,000",140
13825,"$100,000 under $200,000",140
13825,"$200,000 or more",**
,,
13827,,"5,340"
13827,"$1 under $25,000",2020
13827,"$25,000 under $50,000",1260
13827,"$50,000 under $75,000",780
13827,"$75,000 under $100,000",500
13827,"$100,000 under $200,000",670
13827,"$200,000 or more",110
,,
13830,,"2,080"
13830,"$1 under $25,000",760
13830,"$25,000 under $50,000",570
13830,"$50,000 under $75,000",350
13830,"$75,000 under $100,000",190
13830,"$100,000 under $200,000",190
13830,"$200,000 or more",20
,,
13832,,270
13832,"$1 under $25,000",100
13832,"$25,000 under $50,000",90
13832,"$50,000 under $75,000",40
13832,"$75,000 under $100,000",40
13832,"$100,000 under $200,000",**
13832,"$200,000 or more",**
,,
13833,,"1,980"
13833,"$1 under $25,000",730
13833,"$25,000 under $50,000",560
13833,"$50,000 under $75,000",310
13833,"$75,000 under $100,000",180
13833,"$100,000 under $200,000",170
13833,"$200,000 or more",30
,,
13835,,640
13835,"$1 under $25,000",230
13835,"$25,000 under $50,000",190
13835,"$50,000 under $75,000",110
13835,"$75,000 under $100,000",60
13835,"$100,000 under $200,000",50
13835,"$200,000 or more",**
,,
13838,,"1,920"
13838,"$1 under $25,000",810
13838,"$25,000 under $50,000",510
13838,"$50,000 under $75,000",260
13838,"$75,000 under $100,000",170
13838,"$100,000 under $200,000",170
13838,"$200,000 or more",**
,,
13839,,590
13839,"$1 under $25,000",220
13839,"$25,000 under $50,000",180
13839,"$50,000 under $75,000",90
13839,"$75,000 under $100,000",50
13839,"$100,000 under $200,000",50
13839,"$200,000 or more",**
,,
13841,,210
13841,"$1 under $25,000",90
13841,"$25,000 under $50,000",50
13841,"$50,000 under $75,000",40
13841,"$75,000 under $100,000",30
13841,"$100,000 under $200,000",**
13841,"$200,000 or more",0
,,
13842,,170
13842,"$1 under $25,000",60
13842,"$25,000 under $50,000",40
13842,"$50,000 under $75,000",30
13842,"$75,000 under $100,000",20
13842,"$100,000 under $200,000",20
13842,"$200,000 or more",**
,,
13843,,780
13843,"$1 under $25,000",290
13843,"$25,000 under $50,000",230
13843,"$50,000 under $75,000",110
13843,"$75,000 under $100,000",80
13843,"$100,000 under $200,000",70
13843,"$200,000 or more",**
,,
13844,,340
13844,"$1 under $25,000",140
13844,"$25,000 under $50,000",90
13844,"$50,000 under $75,000",60
13844,"$75,000 under $100,000",30
13844,"$100,000 under $200,000",20
13844,"$200,000 or more",**
,,
13846,,170
13846,"$1 under $25,000",70
13846,"$25,000 under $50,000",40
13846,"$50,000 under $75,000",30
13846,"$75,000 under $100,000",30
13846,"$100,000 under $200,000",**
13846,"$200,000 or more",**
,,
13849,,"2,000"
13849,"$1 under $25,000",760
13849,"$25,000 under $50,000",510
13849,"$50,000 under $75,000",340
13849,"$75,000 under $100,000",200
13849,"$100,000 under $200,000",170
13849,"$200,000 or more",20
,,
13850,,"9,820"
13850,"$1 under $25,000",3030
13850,"$25,000 under $50,000",1930
13850,"$50,000 under $75,000",1420
13850,"$75,000 under $100,000",1090
13850,"$100,000 under $200,000",1730
13850,"$200,000 or more",620
,,
13856,,"2,660"
13856,"$1 under $25,000",1110
13856,"$25,000 under $50,000",720
13856,"$50,000 under $75,000",390
13856,"$75,000 under $100,000",220
13856,"$100,000 under $200,000",190
13856,"$200,000 or more",30
,,
13861,,330
13861,"$1 under $25,000",110
13861,"$25,000 under $50,000",90
13861,"$50,000 under $75,000",40
13861,"$75,000 under $100,000",40
13861,"$100,000 under $200,000",50
13861,"$200,000 or more",**
,,
13862,,"1,860"
13862,"$1 under $25,000",720
13862,"$25,000 under $50,000",490
13862,"$50,000 under $75,000",280
13862,"$75,000 under $100,000",180
13862,"$100,000 under $200,000",190
13862,"$200,000 or more",**
,,
13863,,210
13863,"$1 under $25,000",90
13863,"$25,000 under $50,000",60
13863,"$50,000 under $75,000",30
13863,"$75,000 under $100,000",30
13863,"$100,000 under $200,000",**
13863,"$200,000 or more",**
,,
13864,,510
13864,"$1 under $25,000",190
13864,"$25,000 under $50,000",150
13864,"$50,000 under $75,000",80
13864,"$75,000 under $100,000",40
13864,"$100,000 under $200,000",50
13864,"$200,000 or more",**
,,
13865,,"2,760"
13865,"$1 under $25,000",1030
13865,"$25,000 under $50,000",710
13865,"$50,000 under $75,000",430
13865,"$75,000 under $100,000",280
13865,"$100,000 under $200,000",280
13865,"$200,000 or more",30
,,
13901,,"8,420"
13901,"$1 under $25,000",3520
13901,"$25,000 under $50,000",1910
13901,"$50,000 under $75,000",1170
13901,"$75,000 under $100,000",710
13901,"$100,000 under $200,000",960
13901,"$200,000 or more",150
,,
13903,,"8,510"
13903,"$1 under $25,000",3420
13903,"$25,000 under $50,000",2070
13903,"$50,000 under $75,000",1170
13903,"$75,000 under $100,000",700
13903,"$100,000 under $200,000",880
13903,"$200,000 or more",270
,,
13904,,"4,060"
13904,"$1 under $25,000",1700
13904,"$25,000 under $50,000",1070
13904,"$50,000 under $75,000",630
13904,"$75,000 under $100,000",290
13904,"$100,000 under $200,000",320
13904,"$200,000 or more",50
,,
13905,,"10,710"
13905,"$1 under $25,000",4810
13905,"$25,000 under $50,000",2590
13905,"$50,000 under $75,000",1350
13905,"$75,000 under $100,000",790
13905,"$100,000 under $200,000",960
13905,"$200,000 or more",210
,,
14001,,"4,820"
14001,"$1 under $25,000",1600
14001,"$25,000 under $50,000",1200
14001,"$50,000 under $75,000",740
14001,"$75,000 under $100,000",520
14001,"$100,000 under $200,000",660
14001,"$200,000 or more",100
,,
14004,,"5,440"
14004,"$1 under $25,000",1750
14004,"$25,000 under $50,000",1210
14004,"$50,000 under $75,000",890
14004,"$75,000 under $100,000",690
14004,"$100,000 under $200,000",820
14004,"$200,000 or more",80
,,
14005,,930
14005,"$1 under $25,000",330
14005,"$25,000 under $50,000",230
14005,"$50,000 under $75,000",160
14005,"$75,000 under $100,000",110
14005,"$100,000 under $200,000",100
14005,"$200,000 or more",**
,,
14006,,"4,730"
14006,"$1 under $25,000",1670
14006,"$25,000 under $50,000",1230
14006,"$50,000 under $75,000",750
14006,"$75,000 under $100,000",500
14006,"$100,000 under $200,000",520
14006,"$200,000 or more",60
,,
14008,,710
14008,"$1 under $25,000",270
14008,"$25,000 under $50,000",190
14008,"$50,000 under $75,000",110
14008,"$75,000 under $100,000",60
14008,"$100,000 under $200,000",80
14008,"$200,000 or more",**
,,
14009,,"2,560"
14009,"$1 under $25,000",880
14009,"$25,000 under $50,000",730
14009,"$50,000 under $75,000",420
14009,"$75,000 under $100,000",250
14009,"$100,000 under $200,000",250
14009,"$200,000 or more",30
,,
14011,,"2,900"
14011,"$1 under $25,000",910
14011,"$25,000 under $50,000",780
14011,"$50,000 under $75,000",510
14011,"$75,000 under $100,000",330
14011,"$100,000 under $200,000",330
14011,"$200,000 or more",40
,,
14012,,"1,110"
14012,"$1 under $25,000",400
14012,"$25,000 under $50,000",280
14012,"$50,000 under $75,000",190
14012,"$75,000 under $100,000",110
14012,"$100,000 under $200,000",130
14012,"$200,000 or more",**
,,
14013,,710
14013,"$1 under $25,000",300
14013,"$25,000 under $50,000",180
14013,"$50,000 under $75,000",110
14013,"$75,000 under $100,000",60
14013,"$100,000 under $200,000",60
14013,"$200,000 or more",**
,,
14020,,"10,180"
14020,"$1 under $25,000",4220
14020,"$25,000 under $50,000",2560
14020,"$50,000 under $75,000",1450
14020,"$75,000 under $100,000",840
14020,"$100,000 under $200,000",980
14020,"$200,000 or more",130
,,
14024,,710
14024,"$1 under $25,000",250
14024,"$25,000 under $50,000",180
14024,"$50,000 under $75,000",130
14024,"$75,000 under $100,000",70
14024,"$100,000 under $200,000",80
14024,"$200,000 or more",**
,,
14025,,"1,550"
14025,"$1 under $25,000",420
14025,"$25,000 under $50,000",360
14025,"$50,000 under $75,000",260
14025,"$75,000 under $100,000",200
14025,"$100,000 under $200,000",260
14025,"$200,000 or more",50
,,
14026,,440
14026,"$1 under $25,000",130
14026,"$25,000 under $50,000",120
14026,"$50,000 under $75,000",70
14026,"$75,000 under $100,000",50
14026,"$100,000 under $200,000",70
14026,"$200,000 or more",**
,,
14028,,730
14028,"$1 under $25,000",250
14028,"$25,000 under $50,000",170
14028,"$50,000 under $75,000",130
14028,"$75,000 under $100,000",70
14028,"$100,000 under $200,000",110
14028,"$200,000 or more",**
,,
14030,,710
14030,"$1 under $25,000",240
14030,"$25,000 under $50,000",190
14030,"$50,000 under $75,000",130
14030,"$75,000 under $100,000",80
14030,"$100,000 under $200,000",70
14030,"$200,000 or more",**
,,
14031,,"4,990"
14031,"$1 under $25,000",1580
14031,"$25,000 under $50,000",910
14031,"$50,000 under $75,000",620
14031,"$75,000 under $100,000",530
14031,"$100,000 under $200,000",840
14031,"$200,000 or more",510
,,
14032,,"4,310"
14032,"$1 under $25,000",1240
14032,"$25,000 under $50,000",600
14032,"$50,000 under $75,000",440
14032,"$75,000 under $100,000",430
14032,"$100,000 under $200,000",990
14032,"$200,000 or more",610
,,
14033,,"1,180"
14033,"$1 under $25,000",290
14033,"$25,000 under $50,000",270
14033,"$50,000 under $75,000",200
14033,"$75,000 under $100,000",140
14033,"$100,000 under $200,000",230
14033,"$200,000 or more",50
,,
14034,,860
14034,"$1 under $25,000",300
14034,"$25,000 under $50,000",220
14034,"$50,000 under $75,000",160
14034,"$75,000 under $100,000",100
14034,"$100,000 under $200,000",80
14034,"$200,000 or more",**
,,
14036,,"2,410"
14036,"$1 under $25,000",780
14036,"$25,000 under $50,000",630
14036,"$50,000 under $75,000",400
14036,"$75,000 under $100,000",270
14036,"$100,000 under $200,000",290
14036,"$200,000 or more",40
,,
14037,,620
14037,"$1 under $25,000",210
14037,"$25,000 under $50,000",140
14037,"$50,000 under $75,000",90
14037,"$75,000 under $100,000",70
14037,"$100,000 under $200,000",110
14037,"$200,000 or more",**
,,
14040,,"1,080"
14040,"$1 under $25,000",380
14040,"$25,000 under $50,000",240
14040,"$50,000 under $75,000",170
14040,"$75,000 under $100,000",120
14040,"$100,000 under $200,000",170
14040,"$200,000 or more",**
,,
14041,,110
14041,"$1 under $25,000",40
14041,"$25,000 under $50,000",40
14041,"$50,000 under $75,000",30
14041,"$75,000 under $100,000",**
14041,"$100,000 under $200,000",**
14041,"$200,000 or more",0
,,
14042,,"1,680"
14042,"$1 under $25,000",660
14042,"$25,000 under $50,000",480
14042,"$50,000 under $75,000",290
14042,"$75,000 under $100,000",140
14042,"$100,000 under $200,000",110
14042,"$200,000 or more",**
,,
14043,,"13,110"
14043,"$1 under $25,000",4400
14043,"$25,000 under $50,000",3730
14043,"$50,000 under $75,000",2200
14043,"$75,000 under $100,000",1370
14043,"$100,000 under $200,000",1310
14043,"$200,000 or more",100
,,
14047,,"3,190"
14047,"$1 under $25,000",1000
14047,"$25,000 under $50,000",760
14047,"$50,000 under $75,000",540
14047,"$75,000 under $100,000",370
14047,"$100,000 under $200,000",440
14047,"$200,000 or more",80
,,
14048,,"6,430"
14048,"$1 under $25,000",3010
14048,"$25,000 under $50,000",1680
14048,"$50,000 under $75,000",790
14048,"$75,000 under $100,000",470
14048,"$100,000 under $200,000",420
14048,"$200,000 or more",60
,,
14051,,"10,330"
14051,"$1 under $25,000",2840
14051,"$25,000 under $50,000",1410
14051,"$50,000 under $75,000",1100
14051,"$75,000 under $100,000",1090
14051,"$100,000 under $200,000",2610
14051,"$200,000 or more",1280
,,
14052,,"9,040"
14052,"$1 under $25,000",2700
14052,"$25,000 under $50,000",1660
14052,"$50,000 under $75,000",1220
14052,"$75,000 under $100,000",1000
14052,"$100,000 under $200,000",1890
14052,"$200,000 or more",570
,,
14054,,620
14054,"$1 under $25,000",180
14054,"$25,000 under $50,000",170
14054,"$50,000 under $75,000",110
14054,"$75,000 under $100,000",80
14054,"$100,000 under $200,000",80
14054,"$200,000 or more",**
,,
14055,,690
14055,"$1 under $25,000",210
14055,"$25,000 under $50,000",170
14055,"$50,000 under $75,000",120
14055,"$75,000 under $100,000",80
14055,"$100,000 under $200,000",110
14055,"$200,000 or more",**
,,
14057,,"4,070"
14057,"$1 under $25,000",1280
14057,"$25,000 under $50,000",870
14057,"$50,000 under $75,000",600
14057,"$75,000 under $100,000",470
14057,"$100,000 under $200,000",740
14057,"$200,000 or more",110
,,
14058,,990
14058,"$1 under $25,000",300
14058,"$25,000 under $50,000",250
14058,"$50,000 under $75,000",190
14058,"$75,000 under $100,000",120
14058,"$100,000 under $200,000",130
14058,"$200,000 or more",**
,,
14059,,"5,050"
14059,"$1 under $25,000",1470
14059,"$25,000 under $50,000",1000
14059,"$50,000 under $75,000",720
14059,"$75,000 under $100,000",600
14059,"$100,000 under $200,000",1010
14059,"$200,000 or more",250
,,
14060,,180
14060,"$1 under $25,000",60
14060,"$25,000 under $50,000",50
14060,"$50,000 under $75,000",40
14060,"$75,000 under $100,000",30
14060,"$100,000 under $200,000",**
14060,"$200,000 or more",**
,,
14062,,"1,560"
14062,"$1 under $25,000",620
14062,"$25,000 under $50,000",380
14062,"$50,000 under $75,000",250
14062,"$75,000 under $100,000",160
14062,"$100,000 under $200,000",150
14062,"$200,000 or more",**
,,
14063,,"5,030"
14063,"$1 under $25,000",1820
14063,"$25,000 under $50,000",1100
14063,"$50,000 under $75,000",720
14063,"$75,000 under $100,000",560
14063,"$100,000 under $200,000",710
14063,"$200,000 or more",120
,,
14065,,770
14065,"$1 under $25,000",300
14065,"$25,000 under $50,000",200
14065,"$50,000 under $75,000",140
14065,"$75,000 under $100,000",80
14065,"$100,000 under $200,000",50
14065,"$200,000 or more",**
,,
14066,,470
14066,"$1 under $25,000",170
14066,"$25,000 under $50,000",140
14066,"$50,000 under $75,000",80
14066,"$75,000 under $100,000",50
14066,"$100,000 under $200,000",30
14066,"$200,000 or more",**
,,
14067,,"2,460"
14067,"$1 under $25,000",870
14067,"$25,000 under $50,000",630
14067,"$50,000 under $75,000",390
14067,"$75,000 under $100,000",270
14067,"$100,000 under $200,000",270
14067,"$200,000 or more",30
,,
14068,,"3,540"
14068,"$1 under $25,000",1040
14068,"$25,000 under $50,000",560
14068,"$50,000 under $75,000",430
14068,"$75,000 under $100,000",410
14068,"$100,000 under $200,000",800
14068,"$200,000 or more",300
,,
14069,,440
14069,"$1 under $25,000",130
14069,"$25,000 under $50,000",100
14069,"$50,000 under $75,000",70
14069,"$75,000 under $100,000",60
14069,"$100,000 under $200,000",80
14069,"$200,000 or more",**
,,
14070,,"2,250"
14070,"$1 under $25,000",820
14070,"$25,000 under $50,000",640
14070,"$50,000 under $75,000",380
14070,"$75,000 under $100,000",210
14070,"$100,000 under $200,000",170
14070,"$200,000 or more",30
,,
14072,,"10,730"
14072,"$1 under $25,000",3120
14072,"$25,000 under $50,000",2030
14072,"$50,000 under $75,000",1470
14072,"$75,000 under $100,000",1300
14072,"$100,000 under $200,000",2270
14072,"$200,000 or more",540
,,
14075,,"22,740"
14075,"$1 under $25,000",7240
14075,"$25,000 under $50,000",5020
14075,"$50,000 under $75,000",3390
14075,"$75,000 under $100,000",2560
14075,"$100,000 under $200,000",3820
14075,"$200,000 or more",710
,,
14080,,"2,100"
14080,"$1 under $25,000",620
14080,"$25,000 under $50,000",500
14080,"$50,000 under $75,000",340
14080,"$75,000 under $100,000",270
14080,"$100,000 under $200,000",330
14080,"$200,000 or more",40
,,
14081,,"1,250"
14081,"$1 under $25,000",510
14081,"$25,000 under $50,000",340
14081,"$50,000 under $75,000",180
14081,"$75,000 under $100,000",100
14081,"$100,000 under $200,000",100
14081,"$200,000 or more",20
,,
14082,,240
14082,"$1 under $25,000",60
14082,"$25,000 under $50,000",60
14082,"$50,000 under $75,000",70
14082,"$75,000 under $100,000",30
14082,"$100,000 under $200,000",20
14082,"$200,000 or more",**
,,
14085,,"3,890"
14085,"$1 under $25,000",1060
14085,"$25,000 under $50,000",690
14085,"$50,000 under $75,000",530
14085,"$75,000 under $100,000",540
14085,"$100,000 under $200,000",930
14085,"$200,000 or more",140
,,
14086,,"17,880"
14086,"$1 under $25,000",5310
14086,"$25,000 under $50,000",3540
14086,"$50,000 under $75,000",2550
14086,"$75,000 under $100,000",2070
14086,"$100,000 under $200,000",3730
14086,"$200,000 or more",680
,,
14091,,600
14091,"$1 under $25,000",230
14091,"$25,000 under $50,000",170
14091,"$50,000 under $75,000",80
14091,"$75,000 under $100,000",60
14091,"$100,000 under $200,000",60
14091,"$200,000 or more",**
,,
14092,,"5,770"
14092,"$1 under $25,000",1810
14092,"$25,000 under $50,000",1170
14092,"$50,000 under $75,000",840
14092,"$75,000 under $100,000",710
14092,"$100,000 under $200,000",990
14092,"$200,000 or more",250
,,
14094,,"24,870"
14094,"$1 under $25,000",9160
14094,"$25,000 under $50,000",6270
14094,"$50,000 under $75,000",3630
14094,"$75,000 under $100,000",2430
14094,"$100,000 under $200,000",2960
14094,"$200,000 or more",420
,,
14098,,"1,350"
14098,"$1 under $25,000",490
14098,"$25,000 under $50,000",380
14098,"$50,000 under $75,000",220
14098,"$75,000 under $100,000",130
14098,"$100,000 under $200,000",130
14098,"$200,000 or more",**
,,
14101,,830
14101,"$1 under $25,000",340
14101,"$25,000 under $50,000",210
14101,"$50,000 under $75,000",140
14101,"$75,000 under $100,000",70
14101,"$100,000 under $200,000",70
14101,"$200,000 or more",**
,,
14102,,640
14102,"$1 under $25,000",190
14102,"$25,000 under $50,000",130
14102,"$50,000 under $75,000",100
14102,"$75,000 under $100,000",80
14102,"$100,000 under $200,000",120
14102,"$200,000 or more",20
,,
14103,,"4,900"
14103,"$1 under $25,000",1960
14103,"$25,000 under $50,000",1340
14103,"$50,000 under $75,000",750
14103,"$75,000 under $100,000",400
14103,"$100,000 under $200,000",410
14103,"$200,000 or more",40
,,
14105,,"2,110"
14105,"$1 under $25,000",780
14105,"$25,000 under $50,000",550
14105,"$50,000 under $75,000",340
14105,"$75,000 under $100,000",210
14105,"$100,000 under $200,000",200
14105,"$200,000 or more",30
,,
14108,,"2,840"
14108,"$1 under $25,000",990
14108,"$25,000 under $50,000",740
14108,"$50,000 under $75,000",460
14108,"$75,000 under $100,000",290
14108,"$100,000 under $200,000",330
14108,"$200,000 or more",30
,,
14111,,"1,540"
14111,"$1 under $25,000",520
14111,"$25,000 under $50,000",390
14111,"$50,000 under $75,000",250
14111,"$75,000 under $100,000",190
14111,"$100,000 under $200,000",170
14111,"$200,000 or more",20
,,
14113,,390
14113,"$1 under $25,000",110
14113,"$25,000 under $50,000",100
14113,"$50,000 under $75,000",80
14113,"$75,000 under $100,000",50
14113,"$100,000 under $200,000",50
14113,"$200,000 or more",**
,,
14120,,"22,670"
14120,"$1 under $25,000",7610
14120,"$25,000 under $50,000",5760
14120,"$50,000 under $75,000",3240
14120,"$75,000 under $100,000",2460
14120,"$100,000 under $200,000",3160
14120,"$200,000 or more",440
,,
14125,,"1,690"
14125,"$1 under $25,000",560
14125,"$25,000 under $50,000",460
14125,"$50,000 under $75,000",300
14125,"$75,000 under $100,000",180
14125,"$100,000 under $200,000",190
14125,"$200,000 or more",**
,,
14127,,"15,860"
14127,"$1 under $25,000",4450
14127,"$25,000 under $50,000",2900
14127,"$50,000 under $75,000",2060
14127,"$75,000 under $100,000",1680
14127,"$100,000 under $200,000",3270
14127,"$200,000 or more",1500
,,
14129,,590
14129,"$1 under $25,000",190
14129,"$25,000 under $50,000",170
14129,"$50,000 under $75,000",100
14129,"$75,000 under $100,000",70
14129,"$100,000 under $200,000",60
14129,"$200,000 or more",**
,,
14131,,"2,580"
14131,"$1 under $25,000",900
14131,"$25,000 under $50,000",610
14131,"$50,000 under $75,000",400
14131,"$75,000 under $100,000",280
14131,"$100,000 under $200,000",340
14131,"$200,000 or more",50
,,
14132,,"2,960"
14132,"$1 under $25,000",1000
14132,"$25,000 under $50,000",720
14132,"$50,000 under $75,000",470
14132,"$75,000 under $100,000",340
14132,"$100,000 under $200,000",400
14132,"$200,000 or more",30
,,
14134,,150
14134,"$1 under $25,000",60
14134,"$25,000 under $50,000",60
14134,"$50,000 under $75,000",**
14134,"$75,000 under $100,000",30
14134,"$100,000 under $200,000",**
14134,"$200,000 or more",**
,,
14136,,"2,320"
14136,"$1 under $25,000",910
14136,"$25,000 under $50,000",620
14136,"$50,000 under $75,000",350
14136,"$75,000 under $100,000",210
14136,"$100,000 under $200,000",200
14136,"$200,000 or more",30
,,
14138,,780
14138,"$1 under $25,000",290
14138,"$25,000 under $50,000",210
14138,"$50,000 under $75,000",150
14138,"$75,000 under $100,000",70
14138,"$100,000 under $200,000",60
14138,"$200,000 or more",**
,,
14139,,"1,170"
14139,"$1 under $25,000",340
14139,"$25,000 under $50,000",260
14139,"$50,000 under $75,000",200
14139,"$75,000 under $100,000",130
14139,"$100,000 under $200,000",200
14139,"$200,000 or more",40
,,
14141,,"3,670"
14141,"$1 under $25,000",1270
14141,"$25,000 under $50,000",960
14141,"$50,000 under $75,000",570
14141,"$75,000 under $100,000",370
14141,"$100,000 under $200,000",440
14141,"$200,000 or more",60
,,
14143,,670
14143,"$1 under $25,000",210
14143,"$25,000 under $50,000",170
14143,"$50,000 under $75,000",120
14143,"$75,000 under $100,000",90
14143,"$100,000 under $200,000",80
14143,"$200,000 or more",**
,,
14145,,750
14145,"$1 under $25,000",220
14145,"$25,000 under $50,000",210
14145,"$50,000 under $75,000",110
14145,"$75,000 under $100,000",120
14145,"$100,000 under $200,000",90
14145,"$200,000 or more",**
,,
14150,,"21,860"
14150,"$1 under $25,000",7420
14150,"$25,000 under $50,000",6130
14150,"$50,000 under $75,000",3680
14150,"$75,000 under $100,000",2380
14150,"$100,000 under $200,000",2090
14150,"$200,000 or more",160
,,
14167,,800
14167,"$1 under $25,000",270
14167,"$25,000 under $50,000",200
14167,"$50,000 under $75,000",140
14167,"$75,000 under $100,000",90
14167,"$100,000 under $200,000",100
14167,"$200,000 or more",**
,,
14170,,"1,250"
14170,"$1 under $25,000",360
14170,"$25,000 under $50,000",280
14170,"$50,000 under $75,000",200
14170,"$75,000 under $100,000",150
14170,"$100,000 under $200,000",210
14170,"$200,000 or more",50
,,
14171,,960
14171,"$1 under $25,000",340
14171,"$25,000 under $50,000",260
14171,"$50,000 under $75,000",150
14171,"$75,000 under $100,000",110
14171,"$100,000 under $200,000",100
14171,"$200,000 or more",**
,,
14172,,"1,580"
14172,"$1 under $25,000",540
14172,"$25,000 under $50,000",360
14172,"$50,000 under $75,000",240
14172,"$75,000 under $100,000",180
14172,"$100,000 under $200,000",220
14172,"$200,000 or more",40
,,
14174,,"2,880"
14174,"$1 under $25,000",900
14174,"$25,000 under $50,000",620
14174,"$50,000 under $75,000",390
14174,"$75,000 under $100,000",340
14174,"$100,000 under $200,000",500
14174,"$200,000 or more",130
,,
14201,,"4,720"
14201,"$1 under $25,000",2460
14201,"$25,000 under $50,000",1300
14201,"$50,000 under $75,000",450
14201,"$75,000 under $100,000",230
14201,"$100,000 under $200,000",220
14201,"$200,000 or more",60
,,
14202,,"1,750"
14202,"$1 under $25,000",650
14202,"$25,000 under $50,000",440
14202,"$50,000 under $75,000",190
14202,"$75,000 under $100,000",120
14202,"$100,000 under $200,000",170
14202,"$200,000 or more",180
,,
14203,,870
14203,"$1 under $25,000",330
14203,"$25,000 under $50,000",220
14203,"$50,000 under $75,000",120
14203,"$75,000 under $100,000",70
14203,"$100,000 under $200,000",90
14203,"$200,000 or more",40
,,
14204,,"3,370"
14204,"$1 under $25,000",1910
14204,"$25,000 under $50,000",860
14204,"$50,000 under $75,000",310
14204,"$75,000 under $100,000",160
14204,"$100,000 under $200,000",130
14204,"$200,000 or more",**
,,
14206,,"9,220"
14206,"$1 under $25,000",4320
14206,"$25,000 under $50,000",2850
14206,"$50,000 under $75,000",1160
14206,"$75,000 under $100,000",530
14206,"$100,000 under $200,000",360
14206,"$200,000 or more",**
,,
14207,,"9,670"
14207,"$1 under $25,000",5600
14207,"$25,000 under $50,000",2810
14207,"$50,000 under $75,000",780
14207,"$75,000 under $100,000",290
14207,"$100,000 under $200,000",190
14207,"$200,000 or more",**
,,
14208,,"3,760"
14208,"$1 under $25,000",2230
14208,"$25,000 under $50,000",1010
14208,"$50,000 under $75,000",310
14208,"$75,000 under $100,000",120
14208,"$100,000 under $200,000",90
14208,"$200,000 or more",**
,,
14209,,"3,450"
14209,"$1 under $25,000",1410
14209,"$25,000 under $50,000",900
14209,"$50,000 under $75,000",440
14209,"$75,000 under $100,000",220
14209,"$100,000 under $200,000",290
14209,"$200,000 or more",190
,,
14210,,"6,160"
14210,"$1 under $25,000",3070
14210,"$25,000 under $50,000",1860
14210,"$50,000 under $75,000",720
14210,"$75,000 under $100,000",330
14210,"$100,000 under $200,000",180
14210,"$200,000 or more",**
,,
14211,,"8,670"
