"ZIP
code [1]",Size of adjusted gross income,Number of returns
12871,,"1,990"
12871,"$1 under $25,000",660
12871,"$25,000 under $50,000",510
12871,"$50,000 under $75,000",290
12871,"$75,000 under $100,000",220
12871,"$100,000 under $200,000",270
12871,"$200,000 or more",40
,,
12873,,370
12873,"$1 under $25,000",120
12873,"$25,000 under $50,000",90
12873,"$50,000 under $75,000",70
12873,"$75,000 under $100,000",30
12873,"$100,000 under $200,000",60
12873,"$200,000 or more",**
,,
12878,,320
12878,"$1 under $25,000",120
12878,"$25,000 under $50,000",100
12878,"$50,000 under $75,000",40
12878,"$75,000 under $100,000",40
12878,"$100,000 under $200,000",20
12878,"$200,000 or more",**
,,
12883,,"2,270"
12883,"$1 under $25,000",920
12883,"$25,000 under $50,000",530
12883,"$50,000 under $75,000",340
12883,"$75,000 under $100,000",210
12883,"$100,000 under $200,000",240
12883,"$200,000 or more",30
,,
12885,,"2,130"
12885,"$1 under $25,000",900
12885,"$25,000 under $50,000",570
12885,"$50,000 under $75,000",300
12885,"$75,000 under $100,000",190
12885,"$100,000 under $200,000",150
12885,"$200,000 or more",20
,,
12886,,130
12886,"$1 under $25,000",60
12886,"$25,000 under $50,000",40
12886,"$50,000 under $75,000",**
12886,"$75,000 under $100,000",30
12886,"$100,000 under $200,000",**
12886,"$200,000 or more",**
,,
12887,,"2,130"
12887,"$1 under $25,000",830
12887,"$25,000 under $50,000",570
12887,"$50,000 under $75,000",320
12887,"$75,000 under $100,000",220
12887,"$100,000 under $200,000",190
12887,"$200,000 or more",**
,,
12901,,"14,220"
12901,"$1 under $25,000",5530
12901,"$25,000 under $50,000",3800
12901,"$50,000 under $75,000",1920
12901,"$75,000 under $100,000",1230
12901,"$100,000 under $200,000",1430
12901,"$200,000 or more",310
,,
12903,,840
12903,"$1 under $25,000",190
12903,"$25,000 under $50,000",230
12903,"$50,000 under $75,000",170
12903,"$75,000 under $100,000",110
12903,"$100,000 under $200,000",110
12903,"$200,000 or more",30
,,
12910,,740
12910,"$1 under $25,000",270
12910,"$25,000 under $50,000",210
12910,"$50,000 under $75,000",110
12910,"$75,000 under $100,000",90
12910,"$100,000 under $200,000",60
12910,"$200,000 or more",**
,,
12912,,990
12912,"$1 under $25,000",370
12912,"$25,000 under $50,000",300
12912,"$50,000 under $75,000",170
12912,"$75,000 under $100,000",80
12912,"$100,000 under $200,000",70
12912,"$200,000 or more",**
,,
12913,,540
12913,"$1 under $25,000",180
12913,"$25,000 under $50,000",150
12913,"$50,000 under $75,000",80
12913,"$75,000 under $100,000",60
12913,"$100,000 under $200,000",70
12913,"$200,000 or more",**
,,
12914,,320
12914,"$1 under $25,000",130
12914,"$25,000 under $50,000",90
12914,"$50,000 under $75,000",50
12914,"$75,000 under $100,000",30
12914,"$100,000 under $200,000",20
12914,"$200,000 or more",**
,,
12916,,930
12916,"$1 under $25,000",370
12916,"$25,000 under $50,000",280
12916,"$50,000 under $75,000",140
12916,"$75,000 under $100,000",80
12916,"$100,000 under $200,000",60
12916,"$200,000 or more",**
,,
12917,,590
12917,"$1 under $25,000",220
12917,"$25,000 under $50,000",140
12917,"$50,000 under $75,000",100
12917,"$75,000 under $100,000",70
12917,"$100,000 under $200,000",60
12917,"$200,000 or more",**
,,
12918,,"1,130"
12918,"$1 under $25,000",350
12918,"$25,000 under $50,000",310
12918,"$50,000 under $75,000",180
12918,"$75,000 under $100,000",120
12918,"$100,000 under $200,000",170
12918,"$200,000 or more",**
,,
12919,,"1,580"
12919,"$1 under $25,000",580
12919,"$25,000 under $50,000",420
12919,"$50,000 under $75,000",250
12919,"$75,000 under $100,000",170
12919,"$100,000 under $200,000",160
12919,"$200,000 or more",**
,,
12920,,"1,060"
12920,"$1 under $25,000",350
12920,"$25,000 under $50,000",290
12920,"$50,000 under $75,000",180
12920,"$75,000 under $100,000",110
12920,"$100,000 under $200,000",130
12920,"$200,000 or more",**
,,
12921,,"1,280"
12921,"$1 under $25,000",450
12921,"$25,000 under $50,000",310
12921,"$50,000 under $75,000",190
12921,"$75,000 under $100,000",140
12921,"$100,000 under $200,000",160
12921,"$200,000 or more",30
,,
12923,,220
12923,"$1 under $25,000",80
12923,"$25,000 under $50,000",70
12923,"$50,000 under $75,000",30
12923,"$75,000 under $100,000",20
12923,"$100,000 under $200,000",20
12923,"$200,000 or more",0
,,
12926,,900
12926,"$1 under $25,000",370
12926,"$25,000 under $50,000",260
12926,"$50,000 under $75,000",150
12926,"$75,000 under $100,000",60
12926,"$100,000 under $200,000",60
12926,"$200,000 or more",**
,,
12928,,890
12928,"$1 under $25,000",300
12928,"$25,000 under $50,000",250
12928,"$50,000 under $75,000",140
12928,"$75,000 under $100,000",100
12928,"$100,000 under $200,000",100
12928,"$200,000 or more",**
,,
12930,,290
12930,"$1 under $25,000",110
12930,"$25,000 under $50,000",80
12930,"$50,000 under $75,000",50
12930,"$75,000 under $100,000",30
12930,"$100,000 under $200,000",20
12930,"$200,000 or more",**
,,
12932,,620
12932,"$1 under $25,000",230
12932,"$25,000 under $50,000",170
12932,"$50,000 under $75,000",90
12932,"$75,000 under $100,000",60
12932,"$100,000 under $200,000",70
12932,"$200,000 or more",**
,,
12934,,420
12934,"$1 under $25,000",150
12934,"$25,000 under $50,000",110
12934,"$50,000 under $75,000",70
12934,"$75,000 under $100,000",50
12934,"$100,000 under $200,000",40
12934,"$200,000 or more",**
,,
12935,,670
12935,"$1 under $25,000",220
12935,"$25,000 under $50,000",190
12935,"$50,000 under $75,000",110
12935,"$75,000 under $100,000",70
12935,"$100,000 under $200,000",80
12935,"$200,000 or more",**
,,
12936,,320
12936,"$1 under $25,000",120
12936,"$25,000 under $50,000",70
12936,"$50,000 under $75,000",50
12936,"$75,000 under $100,000",30
12936,"$100,000 under $200,000",50
12936,"$200,000 or more",**
,,
12937,,560
12937,"$1 under $25,000",230
12937,"$25,000 under $50,000",140
12937,"$50,000 under $75,000",90
12937,"$75,000 under $100,000",50
12937,"$100,000 under $200,000",50
12937,"$200,000 or more",**
,,
12941,,650
12941,"$1 under $25,000",220
12941,"$25,000 under $50,000",170
12941,"$50,000 under $75,000",110
12941,"$75,000 under $100,000",70
12941,"$100,000 under $200,000",80
12941,"$200,000 or more",**
,,
12942,,330
12942,"$1 under $25,000",110
12942,"$25,000 under $50,000",70
12942,"$50,000 under $75,000",40
12942,"$75,000 under $100,000",40
12942,"$100,000 under $200,000",50
12942,"$200,000 or more",20
,,
12943,,210
12943,"$1 under $25,000",70
12943,"$25,000 under $50,000",50
12943,"$50,000 under $75,000",60
12943,"$75,000 under $100,000",**
12943,"$100,000 under $200,000",30
12943,"$200,000 or more",**
,,
12944,,"1,820"
12944,"$1 under $25,000",700
12944,"$25,000 under $50,000",520
12944,"$50,000 under $75,000",260
12944,"$75,000 under $100,000",170
12944,"$100,000 under $200,000",150
12944,"$200,000 or more",20
,,
12945,,330
12945,"$1 under $25,000",110
12945,"$25,000 under $50,000",80
12945,"$50,000 under $75,000",60
12945,"$75,000 under $100,000",40
12945,"$100,000 under $200,000",40
12945,"$200,000 or more",**
,,
12946,,"2,780"
12946,"$1 under $25,000",1010
12946,"$25,000 under $50,000",730
12946,"$50,000 under $75,000",390
12946,"$75,000 under $100,000",220
12946,"$100,000 under $200,000",300
12946,"$200,000 or more",130
,,
12950,,360
12950,"$1 under $25,000",140
12950,"$25,000 under $50,000",90
12950,"$50,000 under $75,000",60
12950,"$75,000 under $100,000",40
12950,"$100,000 under $200,000",30
12950,"$200,000 or more",**
,,
12952,,250
12952,"$1 under $25,000",90
12952,"$25,000 under $50,000",80
12952,"$50,000 under $75,000",60
12952,"$75,000 under $100,000",**
12952,"$100,000 under $200,000",20
12952,"$200,000 or more",**
,,
12953,,"4,730"
12953,"$1 under $25,000",1920
12953,"$25,000 under $50,000",1180
12953,"$50,000 under $75,000",690
12953,"$75,000 under $100,000",430
12953,"$100,000 under $200,000",430
12953,"$200,000 or more",80
,,
12955,,150
12955,"$1 under $25,000",50
12955,"$25,000 under $50,000",40
12955,"$50,000 under $75,000",30
12955,"$75,000 under $100,000",30
12955,"$100,000 under $200,000",**
12955,"$200,000 or more",0
,,
12956,,520
12956,"$1 under $25,000",200
12956,"$25,000 under $50,000",140
12956,"$50,000 under $75,000",90
12956,"$75,000 under $100,000",50
12956,"$100,000 under $200,000",40
12956,"$200,000 or more",**
,,
12957,,690
12957,"$1 under $25,000",300
12957,"$25,000 under $50,000",190
12957,"$50,000 under $75,000",100
12957,"$75,000 under $100,000",60
12957,"$100,000 under $200,000",40
12957,"$200,000 or more",**
,,
12958,,830
12958,"$1 under $25,000",280
12958,"$25,000 under $50,000",230
12958,"$50,000 under $75,000",120
12958,"$75,000 under $100,000",90
12958,"$100,000 under $200,000",110
12958,"$200,000 or more",**
,,
12959,,600
12959,"$1 under $25,000",220
12959,"$25,000 under $50,000",180
12959,"$50,000 under $75,000",80
12959,"$75,000 under $100,000",60
12959,"$100,000 under $200,000",60
12959,"$200,000 or more",**
,,
12960,,490
12960,"$1 under $25,000",170
12960,"$25,000 under $50,000",140
12960,"$50,000 under $75,000",70
12960,"$75,000 under $100,000",50
12960,"$100,000 under $200,000",60
12960,"$200,000 or more",**
,,
12961,,110
12961,"$1 under $25,000",40
12961,"$25,000 under $50,000",20
12961,"$50,000 under $75,000",20
12961,"$75,000 under $100,000",30
12961,"$100,000 under $200,000",**
12961,"$200,000 or more",0
,,
12962,,"2,620"
12962,"$1 under $25,000",790
12962,"$25,000 under $50,000",590
12962,"$50,000 under $75,000",450
12962,"$75,000 under $100,000",290
12962,"$100,000 under $200,000",440
12962,"$200,000 or more",60
,,
12965,,220
12965,"$1 under $25,000",100
12965,"$25,000 under $50,000",50
12965,"$50,000 under $75,000",30
12965,"$75,000 under $100,000",40
12965,"$100,000 under $200,000",**
12965,"$200,000 or more",**
,,
12966,,"1,190"
12966,"$1 under $25,000",450
12966,"$25,000 under $50,000",340
12966,"$50,000 under $75,000",190
12966,"$75,000 under $100,000",120
12966,"$100,000 under $200,000",90
12966,"$200,000 or more",**
,,
12967,,460
12967,"$1 under $25,000",170
12967,"$25,000 under $50,000",130
12967,"$50,000 under $75,000",70
12967,"$75,000 under $100,000",50
12967,"$100,000 under $200,000",40
12967,"$200,000 or more",**
,,
12969,,190
12969,"$1 under $25,000",70
12969,"$25,000 under $50,000",60
12969,"$50,000 under $75,000",30
12969,"$75,000 under $100,000",30
12969,"$100,000 under $200,000",**
12969,"$200,000 or more",**
,,
12970,,150
12970,"$1 under $25,000",50
12970,"$25,000 under $50,000",40
12970,"$50,000 under $75,000",30
12970,"$75,000 under $100,000",30
12970,"$100,000 under $200,000",**
12970,"$200,000 or more",**
,,
12972,,"3,060"
12972,"$1 under $25,000",960
12972,"$25,000 under $50,000",680
12972,"$50,000 under $75,000",500
12972,"$75,000 under $100,000",350
12972,"$100,000 under $200,000",500
12972,"$200,000 or more",70
,,
12974,,660
12974,"$1 under $25,000",240
12974,"$25,000 under $50,000",200
12974,"$50,000 under $75,000",100
12974,"$75,000 under $100,000",70
12974,"$100,000 under $200,000",50
12974,"$200,000 or more",0
,,
12978,,210
12978,"$1 under $25,000",70
12978,"$25,000 under $50,000",60
12978,"$50,000 under $75,000",40
12978,"$75,000 under $100,000",40
12978,"$100,000 under $200,000",**
12978,"$200,000 or more",0
,,
12979,,"1,170"
12979,"$1 under $25,000",430
12979,"$25,000 under $50,000",290
12979,"$50,000 under $75,000",160
12979,"$75,000 under $100,000",130
12979,"$100,000 under $200,000",160
12979,"$200,000 or more",**
,,
12980,,550
12980,"$1 under $25,000",210
12980,"$25,000 under $50,000",160
12980,"$50,000 under $75,000",80
12980,"$75,000 under $100,000",50
12980,"$100,000 under $200,000",50
12980,"$200,000 or more",**
,,
12981,,"1,100"
12981,"$1 under $25,000",340
12981,"$25,000 under $50,000",300
12981,"$50,000 under $75,000",170
12981,"$75,000 under $100,000",130
12981,"$100,000 under $200,000",160
12981,"$200,000 or more",**
,,
12983,,"3,480"
12983,"$1 under $25,000",1250
12983,"$25,000 under $50,000",880
12983,"$50,000 under $75,000",530
12983,"$75,000 under $100,000",300
12983,"$100,000 under $200,000",430
12983,"$200,000 or more",90
,,
12985,,490
12985,"$1 under $25,000",190
12985,"$25,000 under $50,000",140
12985,"$50,000 under $75,000",80
12985,"$75,000 under $100,000",40
12985,"$100,000 under $200,000",40
12985,"$200,000 or more",**
,,
12986,,"2,630"
12986,"$1 under $25,000",850
12986,"$25,000 under $50,000",740
12986,"$50,000 under $75,000",510
12986,"$75,000 under $100,000",230
12986,"$100,000 under $200,000",270
12986,"$200,000 or more",30
,,
12987,,110
12987,"$1 under $25,000",50
12987,"$25,000 under $50,000",30
12987,"$50,000 under $75,000",**
12987,"$75,000 under $100,000",30
12987,"$100,000 under $200,000",**
12987,"$200,000 or more",**
,,
12989,,450
12989,"$1 under $25,000",130
12989,"$25,000 under $50,000",120
12989,"$50,000 under $75,000",90
12989,"$75,000 under $100,000",50
12989,"$100,000 under $200,000",60
12989,"$200,000 or more",**
,,
12992,,"2,300"
12992,"$1 under $25,000",820
12992,"$25,000 under $50,000",630
12992,"$50,000 under $75,000",340
12992,"$75,000 under $100,000",240
12992,"$100,000 under $200,000",270
12992,"$200,000 or more",**
,,
12993,,750
12993,"$1 under $25,000",270
12993,"$25,000 under $50,000",180
12993,"$50,000 under $75,000",110
12993,"$75,000 under $100,000",80
12993,"$100,000 under $200,000",110
12993,"$200,000 or more",**
,,
12996,,950
12996,"$1 under $25,000",340
12996,"$25,000 under $50,000",270
12996,"$50,000 under $75,000",160
12996,"$75,000 under $100,000",90
12996,"$100,000 under $200,000",90
12996,"$200,000 or more",**
,,
12997,,590
12997,"$1 under $25,000",220
12997,"$25,000 under $50,000",160
12997,"$50,000 under $75,000",80
12997,"$75,000 under $100,000",60
12997,"$100,000 under $200,000",70
12997,"$200,000 or more",**
,,
12998,,220
12998,"$1 under $25,000",100
12998,"$25,000 under $50,000",60
12998,"$50,000 under $75,000",30
12998,"$75,000 under $100,000",30
12998,"$100,000 under $200,000",**
12998,"$200,000 or more",**
,,
13021,,"18,400"
13021,"$1 under $25,000",7190
13021,"$25,000 under $50,000",4530
13021,"$50,000 under $75,000",2730
13021,"$75,000 under $100,000",1640
13021,"$100,000 under $200,000",1950
13021,"$200,000 or more",360
,,
13026,,630
13026,"$1 under $25,000",200
13026,"$25,000 under $50,000",140
13026,"$50,000 under $75,000",110
13026,"$75,000 under $100,000",70
13026,"$100,000 under $200,000",110
13026,"$200,000 or more",**
,,
13027,,"16,930"
13027,"$1 under $25,000",4900
13027,"$25,000 under $50,000",3640
13027,"$50,000 under $75,000",2580
13027,"$75,000 under $100,000",1800
13027,"$100,000 under $200,000",3210
13027,"$200,000 or more",800
,,
13028,,570
13028,"$1 under $25,000",200
13028,"$25,000 under $50,000",140
13028,"$50,000 under $75,000",110
13028,"$75,000 under $100,000",60
13028,"$100,000 under $200,000",60
13028,"$200,000 or more",**
,,
13029,,"3,520"
13029,"$1 under $25,000",1050
13029,"$25,000 under $50,000",740
13029,"$50,000 under $75,000",520
13029,"$75,000 under $100,000",430
13029,"$100,000 under $200,000",640
13029,"$200,000 or more",140
,,
13030,,"2,000"
13030,"$1 under $25,000",640
13030,"$25,000 under $50,000",540
13030,"$50,000 under $75,000",340
13030,"$75,000 under $100,000",190
13030,"$100,000 under $200,000",240
13030,"$200,000 or more",50
,,
13031,,"8,500"
13031,"$1 under $25,000",2500
13031,"$25,000 under $50,000",1830
13031,"$50,000 under $75,000",1350
13031,"$75,000 under $100,000",940
13031,"$100,000 under $200,000",1540
13031,"$200,000 or more",340
,,
13032,,"5,900"
13032,"$1 under $25,000",2180
13032,"$25,000 under $50,000",1560
13032,"$50,000 under $75,000",920
13032,"$75,000 under $100,000",550
13032,"$100,000 under $200,000",600
13032,"$200,000 or more",90
,,
13033,,"1,710"
13033,"$1 under $25,000",530
13033,"$25,000 under $50,000",460
13033,"$50,000 under $75,000",320
13033,"$75,000 under $100,000",190
13033,"$100,000 under $200,000",210
13033,"$200,000 or more",**
,,
13034,,860
13034,"$1 under $25,000",280
13034,"$25,000 under $50,000",210
13034,"$50,000 under $75,000",130
13034,"$75,000 under $100,000",90
13034,"$100,000 under $200,000",130
13034,"$200,000 or more",20
,,
13035,,"3,880"
13035,"$1 under $25,000",1140
13035,"$25,000 under $50,000",680
13035,"$50,000 under $75,000",510
13035,"$75,000 under $100,000",430
13035,"$100,000 under $200,000",750
13035,"$200,000 or more",370
,,
13036,,"4,140"
13036,"$1 under $25,000",1390
13036,"$25,000 under $50,000",1110
13036,"$50,000 under $75,000",650
13036,"$75,000 under $100,000",410
13036,"$100,000 under $200,000",540
13036,"$200,000 or more",40
,,
13037,,"4,380"
13037,"$1 under $25,000",1410
13037,"$25,000 under $50,000",1050
13037,"$50,000 under $75,000",630
13037,"$75,000 under $100,000",470
13037,"$100,000 under $200,000",700
13037,"$200,000 or more",120
,,
13039,,"8,830"
13039,"$1 under $25,000",2630
13039,"$25,000 under $50,000",1720
13039,"$50,000 under $75,000",1280
13039,"$75,000 under $100,000",1020
13039,"$100,000 under $200,000",1810
13039,"$200,000 or more",370
,,
13040,,"1,170"
13040,"$1 under $25,000",430
13040,"$25,000 under $50,000",320
13040,"$50,000 under $75,000",210
13040,"$75,000 under $100,000",100
13040,"$100,000 under $200,000",110
13040,"$200,000 or more",**
,,
13041,,"5,710"
13041,"$1 under $25,000",1610
13041,"$25,000 under $50,000",1190
13041,"$50,000 under $75,000",940
13041,"$75,000 under $100,000",780
13041,"$100,000 under $200,000",1050
13041,"$200,000 or more",140
,,
13042,,"1,050"
13042,"$1 under $25,000",380
13042,"$25,000 under $50,000",280
13042,"$50,000 under $75,000",160
13042,"$75,000 under $100,000",120
13042,"$100,000 under $200,000",110
13042,"$200,000 or more",**
,,
13044,,"1,230"
13044,"$1 under $25,000",400
13044,"$25,000 under $50,000",330
13044,"$50,000 under $75,000",190
13044,"$75,000 under $100,000",130
13044,"$100,000 under $200,000",150
13044,"$200,000 or more",30
,,
13045,,"11,300"
13045,"$1 under $25,000",4330
13045,"$25,000 under $50,000",2930
13045,"$50,000 under $75,000",1630
13045,"$75,000 under $100,000",980
13045,"$100,000 under $200,000",1230
