"ZIP
code [1]",Size of adjusted gross income,Number of returns
10567,"$200,000 or more",1120
,,
10570,,"5,940"
10570,"$1 under $25,000",1570
10570,"$25,000 under $50,000",770
10570,"$50,000 under $75,000",600
10570,"$75,000 under $100,000",480
10570,"$100,000 under $200,000",1220
10570,"$200,000 or more",1300
,,
10573,,"18,800"
10573,"$1 under $25,000",7490
10573,"$25,000 under $50,000",4310
10573,"$50,000 under $75,000",2210
10573,"$75,000 under $100,000",1230
10573,"$100,000 under $200,000",1980
10573,"$200,000 or more",1580
,,
10576,,"2,450"
10576,"$1 under $25,000",590
10576,"$25,000 under $50,000",240
10576,"$50,000 under $75,000",190
10576,"$75,000 under $100,000",170
10576,"$100,000 under $200,000",480
10576,"$200,000 or more",780
,,
10577,,"1,520"
10577,"$1 under $25,000",400
10577,"$25,000 under $50,000",150
10577,"$50,000 under $75,000",120
10577,"$75,000 under $100,000",90
10577,"$100,000 under $200,000",200
10577,"$200,000 or more",560
,,
10578,,450
10578,"$1 under $25,000",120
10578,"$25,000 under $50,000",70
10578,"$50,000 under $75,000",70
10578,"$75,000 under $100,000",40
10578,"$100,000 under $200,000",110
10578,"$200,000 or more",40
,,
10579,,"4,340"
10579,"$1 under $25,000",1150
10579,"$25,000 under $50,000",660
10579,"$50,000 under $75,000",590
10579,"$75,000 under $100,000",490
10579,"$100,000 under $200,000",1070
10579,"$200,000 or more",380
,,
10580,,"8,060"
10580,"$1 under $25,000",2040
10580,"$25,000 under $50,000",830
10580,"$50,000 under $75,000",650
10580,"$75,000 under $100,000",480
10580,"$100,000 under $200,000",1230
10580,"$200,000 or more",2830
,,
10583,,"18,850"
10583,"$1 under $25,000",4500
10583,"$25,000 under $50,000",1760
10583,"$50,000 under $75,000",1730
10583,"$75,000 under $100,000",1320
10583,"$100,000 under $200,000",3370
10583,"$200,000 or more",6170
,,
10588,,"1,300"
10588,"$1 under $25,000",380
10588,"$25,000 under $50,000",230
10588,"$50,000 under $75,000",190
10588,"$75,000 under $100,000",120
10588,"$100,000 under $200,000",290
10588,"$200,000 or more",90
,,
10589,,"4,520"
10589,"$1 under $25,000",910
10589,"$25,000 under $50,000",600
10589,"$50,000 under $75,000",610
10589,"$75,000 under $100,000",570
10589,"$100,000 under $200,000",1210
10589,"$200,000 or more",620
,,
10590,,"3,150"
10590,"$1 under $25,000",810
10590,"$25,000 under $50,000",340
10590,"$50,000 under $75,000",330
10590,"$75,000 under $100,000",270
10590,"$100,000 under $200,000",760
10590,"$200,000 or more",640
,,
10591,,"11,670"
10591,"$1 under $25,000",3840
10591,"$25,000 under $50,000",2290
10591,"$50,000 under $75,000",1430
10591,"$75,000 under $100,000",970
10591,"$100,000 under $200,000",1850
10591,"$200,000 or more",1290
,,
10594,,"2,520"
10594,"$1 under $25,000",680
10594,"$25,000 under $50,000",380
10594,"$50,000 under $75,000",300
10594,"$75,000 under $100,000",280
10594,"$100,000 under $200,000",570
10594,"$200,000 or more",310
,,
10595,,"3,150"
10595,"$1 under $25,000",770
10595,"$25,000 under $50,000",480
10595,"$50,000 under $75,000",420
10595,"$75,000 under $100,000",300
10595,"$100,000 under $200,000",740
10595,"$200,000 or more",440
,,
10597,,510
10597,"$1 under $25,000",140
10597,"$25,000 under $50,000",50
10597,"$50,000 under $75,000",40
10597,"$75,000 under $100,000",30
10597,"$100,000 under $200,000",70
10597,"$200,000 or more",180
,,
10598,,"14,410"
10598,"$1 under $25,000",3940
10598,"$25,000 under $50,000",1990
10598,"$50,000 under $75,000",1670
10598,"$75,000 under $100,000",1370
10598,"$100,000 under $200,000",3740
10598,"$200,000 or more",1700
,,
10601,,"6,050"
10601,"$1 under $25,000",1880
10601,"$25,000 under $50,000",1250
10601,"$50,000 under $75,000",860
10601,"$75,000 under $100,000",590
10601,"$100,000 under $200,000",870
10601,"$200,000 or more",600
,,
10603,,"10,020"
10603,"$1 under $25,000",3080
10603,"$25,000 under $50,000",2080
10603,"$50,000 under $75,000",1520
10603,"$75,000 under $100,000",1050
10603,"$100,000 under $200,000",1730
10603,"$200,000 or more",560
,,
10604,,"5,560"
10604,"$1 under $25,000",1850
10604,"$25,000 under $50,000",1070
10604,"$50,000 under $75,000",730
10604,"$75,000 under $100,000",490
10604,"$100,000 under $200,000",830
10604,"$200,000 or more",590
,,
10605,,"10,060"
10605,"$1 under $25,000",2720
10605,"$25,000 under $50,000",1520
10605,"$50,000 under $75,000",1200
10605,"$75,000 under $100,000",880
10605,"$100,000 under $200,000",2030
10605,"$200,000 or more",1710
,,
10606,,"8,150"
10606,"$1 under $25,000",3260
10606,"$25,000 under $50,000",1850
10606,"$50,000 under $75,000",950
10606,"$75,000 under $100,000",560
10606,"$100,000 under $200,000",980
10606,"$200,000 or more",550
,,
10607,,"3,940"
10607,"$1 under $25,000",1220
10607,"$25,000 under $50,000",750
10607,"$50,000 under $75,000",500
10607,"$75,000 under $100,000",370
10607,"$100,000 under $200,000",730
10607,"$200,000 or more",370
,,
10701,,"28,220"
10701,"$1 under $25,000",13020
10701,"$25,000 under $50,000",6930
10701,"$50,000 under $75,000",3580
10701,"$75,000 under $100,000",1930
10701,"$100,000 under $200,000",2350
10701,"$200,000 or more",410
,,
10703,,"10,390"
10703,"$1 under $25,000",4010
10703,"$25,000 under $50,000",2500
10703,"$50,000 under $75,000",1500
10703,"$75,000 under $100,000",980
10703,"$100,000 under $200,000",1240
10703,"$200,000 or more",160
,,
10704,,"16,480"
10704,"$1 under $25,000",5130
10704,"$25,000 under $50,000",3830
10704,"$50,000 under $75,000",2820
10704,"$75,000 under $100,000",1950
10704,"$100,000 under $200,000",2380
10704,"$200,000 or more",370
,,
10705,,"17,900"
10705,"$1 under $25,000",8400
10705,"$25,000 under $50,000",4460
10705,"$50,000 under $75,000",2250
10705,"$75,000 under $100,000",1190
10705,"$100,000 under $200,000",1290
10705,"$200,000 or more",310
,,
10706,,"4,500"
10706,"$1 under $25,000",1080
10706,"$25,000 under $50,000",580
10706,"$50,000 under $75,000",470
10706,"$75,000 under $100,000",460
10706,"$100,000 under $200,000",970
10706,"$200,000 or more",940
,,
10707,,"5,090"
10707,"$1 under $25,000",1370
10707,"$25,000 under $50,000",780
10707,"$50,000 under $75,000",710
10707,"$75,000 under $100,000",520
10707,"$100,000 under $200,000",1050
10707,"$200,000 or more",660
,,
10708,,"11,400"
10708,"$1 under $25,000",2470
10708,"$25,000 under $50,000",1550
10708,"$50,000 under $75,000",1600
10708,"$75,000 under $100,000",1270
10708,"$100,000 under $200,000",2270
10708,"$200,000 or more",2240
,,
10709,,"4,730"
10709,"$1 under $25,000",1220
10709,"$25,000 under $50,000",700
10709,"$50,000 under $75,000",570
10709,"$75,000 under $100,000",480
10709,"$100,000 under $200,000",1050
10709,"$200,000 or more",710
,,
10710,,"13,970"
10710,"$1 under $25,000",3840
10710,"$25,000 under $50,000",2800
10710,"$50,000 under $75,000",2290
10710,"$75,000 under $100,000",1690
10710,"$100,000 under $200,000",2690
10710,"$200,000 or more",660
,,
10801,,"18,080"
10801,"$1 under $25,000",7280
10801,"$25,000 under $50,000",3980
10801,"$50,000 under $75,000",2430
10801,"$75,000 under $100,000",1440
10801,"$100,000 under $200,000",2180
10801,"$200,000 or more",770
,,
10803,,"6,030"
10803,"$1 under $25,000",1570
10803,"$25,000 under $50,000",790
10803,"$50,000 under $75,000",580
10803,"$75,000 under $100,000",470
10803,"$100,000 under $200,000",1040
10803,"$200,000 or more",1580
,,
10804,,"7,200"
10804,"$1 under $25,000",1690
10804,"$25,000 under $50,000",730
10804,"$50,000 under $75,000",630
10804,"$75,000 under $100,000",550
10804,"$100,000 under $200,000",1500
10804,"$200,000 or more",2100
,,
10805,,"9,030"
10805,"$1 under $25,000",2920
10805,"$25,000 under $50,000",2070
10805,"$50,000 under $75,000",1570
10805,"$75,000 under $100,000",1040
10805,"$100,000 under $200,000",1130
10805,"$200,000 or more",300
,,
10901,,"11,600"
10901,"$1 under $25,000",3530
10901,"$25,000 under $50,000",1910
10901,"$50,000 under $75,000",1450
10901,"$75,000 under $100,000",1120
10901,"$100,000 under $200,000",2380
10901,"$200,000 or more",1210
,,
10913,,"2,500"
10913,"$1 under $25,000",700
10913,"$25,000 under $50,000",340
10913,"$50,000 under $75,000",250
10913,"$75,000 under $100,000",260
10913,"$100,000 under $200,000",590
10913,"$200,000 or more",360
,,
10916,,"2,130"
10916,"$1 under $25,000",630
10916,"$25,000 under $50,000",340
10916,"$50,000 under $75,000",230
10916,"$75,000 under $100,000",220
10916,"$100,000 under $200,000",540
10916,"$200,000 or more",170
,,
10917,,"1,000"
10917,"$1 under $25,000",310
10917,"$25,000 under $50,000",170
10917,"$50,000 under $75,000",120
10917,"$75,000 under $100,000",90
10917,"$100,000 under $200,000",220
10917,"$200,000 or more",90
,,
10918,,"5,430"
10918,"$1 under $25,000",1700
10918,"$25,000 under $50,000",920
10918,"$50,000 under $75,000",720
10918,"$75,000 under $100,000",600
10918,"$100,000 under $200,000",1190
10918,"$200,000 or more",300
,,
10919,,590
10919,"$1 under $25,000",190
10919,"$25,000 under $50,000",110
10919,"$50,000 under $75,000",80
10919,"$75,000 under $100,000",70
10919,"$100,000 under $200,000",120
10919,"$200,000 or more",20
,,
10920,,"4,460"
10920,"$1 under $25,000",1300
10920,"$25,000 under $50,000",700
10920,"$50,000 under $75,000",610
10920,"$75,000 under $100,000",460
10920,"$100,000 under $200,000",1060
10920,"$200,000 or more",330
,,
10921,,"2,160"
10921,"$1 under $25,000",700
10921,"$25,000 under $50,000",360
10921,"$50,000 under $75,000",320
10921,"$75,000 under $100,000",250
10921,"$100,000 under $200,000",440
10921,"$200,000 or more",90
,,
10923,,"4,750"
10923,"$1 under $25,000",1600
10923,"$25,000 under $50,000",1060
10923,"$50,000 under $75,000",710
10923,"$75,000 under $100,000",500
10923,"$100,000 under $200,000",740
10923,"$200,000 or more",140
,,
10924,,"6,050"
10924,"$1 under $25,000",1880
10924,"$25,000 under $50,000",1080
10924,"$50,000 under $75,000",760
10924,"$75,000 under $100,000",610
10924,"$100,000 under $200,000",1250
10924,"$200,000 or more",470
,,
10925,,"2,540"
10925,"$1 under $25,000",740
10925,"$25,000 under $50,000",500
10925,"$50,000 under $75,000",430
10925,"$75,000 under $100,000",310
10925,"$100,000 under $200,000",490
10925,"$200,000 or more",70
,,
10926,,"1,880"
10926,"$1 under $25,000",570
10926,"$25,000 under $50,000",400
10926,"$50,000 under $75,000",290
10926,"$75,000 under $100,000",200
10926,"$100,000 under $200,000",340
10926,"$200,000 or more",80
,,
10927,,"5,980"
10927,"$1 under $25,000",3170
10927,"$25,000 under $50,000",1470
10927,"$50,000 under $75,000",600
10927,"$75,000 under $100,000",300
10927,"$100,000 under $200,000",360
10927,"$200,000 or more",80
,,
10928,,"2,240"
10928,"$1 under $25,000",790
10928,"$25,000 under $50,000",590
10928,"$50,000 under $75,000",350
10928,"$75,000 under $100,000",220
10928,"$100,000 under $200,000",250
10928,"$200,000 or more",40
,,
10930,,"4,390"
10930,"$1 under $25,000",1320
10930,"$25,000 under $50,000",610
10930,"$50,000 under $75,000",500
10930,"$75,000 under $100,000",490
10930,"$100,000 under $200,000",1120
10930,"$200,000 or more",350
,,
10931,,490
10931,"$1 under $25,000",160
10931,"$25,000 under $50,000",120
10931,"$50,000 under $75,000",80
10931,"$75,000 under $100,000",60
10931,"$100,000 under $200,000",70
10931,"$200,000 or more",**
,,
10940,,"23,130"
10940,"$1 under $25,000",9230
10940,"$25,000 under $50,000",5550
10940,"$50,000 under $75,000",3190
10940,"$75,000 under $100,000",2090
10940,"$100,000 under $200,000",2710
10940,"$200,000 or more",360
,,
10941,,"6,780"
10941,"$1 under $25,000",2260
10941,"$25,000 under $50,000",1650
10941,"$50,000 under $75,000",1020
10941,"$75,000 under $100,000",740
10941,"$100,000 under $200,000",970
10941,"$200,000 or more",140
,,
10950,,"16,850"
10950,"$1 under $25,000",6880
10950,"$25,000 under $50,000",2750
10950,"$50,000 under $75,000",1720
10950,"$75,000 under $100,000",1570
10950,"$100,000 under $200,000",3080
10950,"$200,000 or more",850
,,
10952,,"12,290"
10952,"$1 under $25,000",5720
10952,"$25,000 under $50,000",2210
10952,"$50,000 under $75,000",1160
10952,"$75,000 under $100,000",790
10952,"$100,000 under $200,000",1470
10952,"$200,000 or more",940
,,
10954,,"12,210"
10954,"$1 under $25,000",3730
10954,"$25,000 under $50,000",2190
10954,"$50,000 under $75,000",1630
10954,"$75,000 under $100,000",1310
10954,"$100,000 under $200,000",2560
10954,"$200,000 or more",790
,,
10956,,"15,960"
10956,"$1 under $25,000",4460
10956,"$25,000 under $50,000",2190
10956,"$50,000 under $75,000",1710
10956,"$75,000 under $100,000",1490
10956,"$100,000 under $200,000",4010
10956,"$200,000 or more",2100
,,
10958,,"1,590"
10958,"$1 under $25,000",550
10958,"$25,000 under $50,000",280
10958,"$50,000 under $75,000",220
10958,"$75,000 under $100,000",170
10958,"$100,000 under $200,000",310
10958,"$200,000 or more",60
,,
10960,,"7,660"
10960,"$1 under $25,000",2450
10960,"$25,000 under $50,000",1450
10960,"$50,000 under $75,000",1060
10960,"$75,000 under $100,000",710
10960,"$100,000 under $200,000",1300
10960,"$200,000 or more",690
,,
10962,,"2,590"
10962,"$1 under $25,000",800
10962,"$25,000 under $50,000",370
10962,"$50,000 under $75,000",320
10962,"$75,000 under $100,000",230
10962,"$100,000 under $200,000",580
10962,"$200,000 or more",290
,,
10963,,"1,200"
10963,"$1 under $25,000",400
10963,"$25,000 under $50,000",250
10963,"$50,000 under $75,000",170
10963,"$75,000 under $100,000",150
10963,"$100,000 under $200,000",210
10963,"$200,000 or more",20
,,
10964,,730
10964,"$1 under $25,000",190
10964,"$25,000 under $50,000",110
10964,"$50,000 under $75,000",70
10964,"$75,000 under $100,000",70
10964,"$100,000 under $200,000",140
10964,"$200,000 or more",150
,,
10965,,"7,560"
10965,"$1 under $25,000",2030
10965,"$25,000 under $50,000",1190
10965,"$50,000 under $75,000",950
10965,"$75,000 under $100,000",800
10965,"$100,000 under $200,000",1890
10965,"$200,000 or more",700
,,
10968,,"1,210"
10968,"$1 under $25,000",250
10968,"$25,000 under $50,000",190
10968,"$50,000 under $75,000",160
10968,"$75,000 under $100,000",150
10968,"$100,000 under $200,000",280
10968,"$200,000 or more",180
,,
10969,,610
10969,"$1 under $25,000",210
10969,"$25,000 under $50,000",130
10969,"$50,000 under $75,000",80
10969,"$75,000 under $100,000",70
10969,"$100,000 under $200,000",120
10969,"$200,000 or more",**
,,
10970,,"5,080"
10970,"$1 under $25,000",1460
10970,"$25,000 under $50,000",1020
10970,"$50,000 under $75,000",770
10970,"$75,000 under $100,000",560
10970,"$100,000 under $200,000",970
10970,"$200,000 or more",300
,,
10973,,"1,110"
10973,"$1 under $25,000",360
10973,"$25,000 under $50,000",190
10973,"$50,000 under $75,000",160
10973,"$75,000 under $100,000",130
10973,"$100,000 under $200,000",220
10973,"$200,000 or more",50
,,
10974,,"1,540"
10974,"$1 under $25,000",480
10974,"$25,000 under $50,000",270
10974,"$50,000 under $75,000",210
10974,"$75,000 under $100,000",180
10974,"$100,000 under $200,000",320
10974,"$200,000 or more",80
,,
10975,,140
10975,"$1 under $25,000",30
10975,"$25,000 under $50,000",40
10975,"$50,000 under $75,000",50
10975,"$75,000 under $100,000",**
10975,"$100,000 under $200,000",20
10975,"$200,000 or more",**
,,
10976,,840
10976,"$1 under $25,000",360
10976,"$25,000 under $50,000",140
10976,"$50,000 under $75,000",90
10976,"$75,000 under $100,000",60
10976,"$100,000 under $200,000",140
10976,"$200,000 or more",50
,,
10977,,"24,790"
10977,"$1 under $25,000",12080
10977,"$25,000 under $50,000",5910
10977,"$50,000 under $75,000",2430
10977,"$75,000 under $100,000",1550
10977,"$100,000 under $200,000",2200
10977,"$200,000 or more",620
,,
10980,,"7,010"
10980,"$1 under $25,000",2160
10980,"$25,000 under $50,000",1310
10980,"$50,000 under $75,000",900
10980,"$75,000 under $100,000",710
10980,"$100,000 under $200,000",1480
10980,"$200,000 or more",450
,,
10983,,"2,930"
10983,"$1 under $25,000",770
10983,"$25,000 under $50,000",410
10983,"$50,000 under $75,000",350
10983,"$75,000 under $100,000",290
10983,"$100,000 under $200,000",810
10983,"$200,000 or more",300
,,
10984,,"1,310"
10984,"$1 under $25,000",340
10984,"$25,000 under $50,000",210
10984,"$50,000 under $75,000",180
10984,"$75,000 under $100,000",170
10984,"$100,000 under $200,000",340
10984,"$200,000 or more",70
,,
10985,,180
10985,"$1 under $25,000",50
10985,"$25,000 under $50,000",40
10985,"$50,000 under $75,000",50
10985,"$75,000 under $100,000",**
10985,"$100,000 under $200,000",40
10985,"$200,000 or more",**
,,
10986,,900
10986,"$1 under $25,000",260
10986,"$25,000 under $50,000",150
10986,"$50,000 under $75,000",110
10986,"$75,000 under $100,000",100
10986,"$100,000 under $200,000",200
10986,"$200,000 or more",80
,,
10987,,"1,820"
10987,"$1 under $25,000",530
10987,"$25,000 under $50,000",270
10987,"$50,000 under $75,000",200
10987,"$75,000 under $100,000",160
10987,"$100,000 under $200,000",400
10987,"$200,000 or more",260
,,
10989,,"4,940"
10989,"$1 under $25,000",1270
10989,"$25,000 under $50,000",820
10989,"$50,000 under $75,000",710
10989,"$75,000 under $100,000",600
10989,"$100,000 under $200,000",1170
10989,"$200,000 or more",370
,,
10990,,"9,660"
10990,"$1 under $25,000",2980
10990,"$25,000 under $50,000",1630
10990,"$50,000 under $75,000",1180
10990,"$75,000 under $100,000",1060
10990,"$100,000 under $200,000",2060
10990,"$200,000 or more",750
,,
10992,,"4,770"
10992,"$1 under $25,000",1480
10992,"$25,000 under $50,000",790
10992,"$50,000 under $75,000",640
10992,"$75,000 under $100,000",540
10992,"$100,000 under $200,000",1100
10992,"$200,000 or more",220
,,
10993,,"2,480"
10993,"$1 under $25,000",1070
10993,"$25,000 under $50,000",610
10993,"$50,000 under $75,000",340
10993,"$75,000 under $100,000",220
10993,"$100,000 under $200,000",220
10993,"$200,000 or more",20
,,
10994,,"3,820"
10994,"$1 under $25,000",1030
10994,"$25,000 under $50,000",540
10994,"$50,000 under $75,000",450
10994,"$75,000 under $100,000",390
10994,"$100,000 under $200,000",880
10994,"$200,000 or more",530
,,
10996,,"1,250"
10996,"$1 under $25,000",410
10996,"$25,000 under $50,000",180
10996,"$50,000 under $75,000",180
10996,"$75,000 under $100,000",220
10996,"$100,000 under $200,000",220
10996,"$200,000 or more",40
,,
10998,,"1,500"
10998,"$1 under $25,000",450
10998,"$25,000 under $50,000",270
