"ZIP
code [1]",Size of adjusted gross income,Number of returns
10567,"$75,000 under $100,000",960
10567,"$100,000 under $200,000",2260
10567,"$200,000 or more",1080
,,
10570,,"5,930"
10570,"$1 under $25,000",1570
10570,"$25,000 under $50,000",780
10570,"$50,000 under $75,000",680
10570,"$75,000 under $100,000",440
10570,"$100,000 under $200,000",1220
10570,"$200,000 or more",1240
,,
10573,,"18,930"
10573,"$1 under $25,000",7700
10573,"$25,000 under $50,000",4410
10573,"$50,000 under $75,000",2170
10573,"$75,000 under $100,000",1120
10573,"$100,000 under $200,000",2030
10573,"$200,000 or more",1500
,,
10576,,"2,500"
10576,"$1 under $25,000",600
10576,"$25,000 under $50,000",280
10576,"$50,000 under $75,000",200
10576,"$75,000 under $100,000",170
10576,"$100,000 under $200,000",490
10576,"$200,000 or more",760
,,
10577,,"1,520"
10577,"$1 under $25,000",410
10577,"$25,000 under $50,000",170
10577,"$50,000 under $75,000",100
10577,"$75,000 under $100,000",90
10577,"$100,000 under $200,000",190
10577,"$200,000 or more",560
,,
10578,,450
10578,"$1 under $25,000",110
10578,"$25,000 under $50,000",80
10578,"$50,000 under $75,000",70
10578,"$75,000 under $100,000",50
10578,"$100,000 under $200,000",110
10578,"$200,000 or more",30
,,
10579,,"4,320"
10579,"$1 under $25,000",1140
10579,"$25,000 under $50,000",740
10579,"$50,000 under $75,000",550
10579,"$75,000 under $100,000",500
10579,"$100,000 under $200,000",1030
10579,"$200,000 or more",360
,,
10580,,"7,990"
10580,"$1 under $25,000",2000
10580,"$25,000 under $50,000",890
10580,"$50,000 under $75,000",640
10580,"$75,000 under $100,000",500
10580,"$100,000 under $200,000",1210
10580,"$200,000 or more",2750
,,
10583,,"18,840"
10583,"$1 under $25,000",4440
10583,"$25,000 under $50,000",1870
10583,"$50,000 under $75,000",1750
10583,"$75,000 under $100,000",1340
10583,"$100,000 under $200,000",3400
10583,"$200,000 or more",6040
,,
10588,,"1,280"
10588,"$1 under $25,000",380
10588,"$25,000 under $50,000",230
10588,"$50,000 under $75,000",170
10588,"$75,000 under $100,000",130
10588,"$100,000 under $200,000",290
10588,"$200,000 or more",80
,,
10589,,"4,490"
10589,"$1 under $25,000",950
10589,"$25,000 under $50,000",630
10589,"$50,000 under $75,000",620
10589,"$75,000 under $100,000",560
10589,"$100,000 under $200,000",1130
10589,"$200,000 or more",600
,,
10590,,"3,180"
10590,"$1 under $25,000",840
10590,"$25,000 under $50,000",350
10590,"$50,000 under $75,000",320
10590,"$75,000 under $100,000",280
10590,"$100,000 under $200,000",740
10590,"$200,000 or more",650
,,
10591,,"11,480"
10591,"$1 under $25,000",3850
10591,"$25,000 under $50,000",2300
10591,"$50,000 under $75,000",1410
10591,"$75,000 under $100,000",940
10591,"$100,000 under $200,000",1810
10591,"$200,000 or more",1170
,,
10594,,"2,520"
10594,"$1 under $25,000",700
10594,"$25,000 under $50,000",400
10594,"$50,000 under $75,000",310
10594,"$75,000 under $100,000",250
10594,"$100,000 under $200,000",570
10594,"$200,000 or more",290
,,
10595,,"3,150"
10595,"$1 under $25,000",770
10595,"$25,000 under $50,000",510
10595,"$50,000 under $75,000",420
10595,"$75,000 under $100,000",290
10595,"$100,000 under $200,000",740
10595,"$200,000 or more",420
,,
10597,,520
10597,"$1 under $25,000",150
10597,"$25,000 under $50,000",60
10597,"$50,000 under $75,000",30
10597,"$75,000 under $100,000",20
10597,"$100,000 under $200,000",70
10597,"$200,000 or more",190
,,
10598,,"14,180"
10598,"$1 under $25,000",3880
10598,"$25,000 under $50,000",2000
10598,"$50,000 under $75,000",1640
10598,"$75,000 under $100,000",1420
10598,"$100,000 under $200,000",3640
10598,"$200,000 or more",1600
,,
10601,,"5,970"
10601,"$1 under $25,000",1930
10601,"$25,000 under $50,000",1210
10601,"$50,000 under $75,000",840
10601,"$75,000 under $100,000",590
10601,"$100,000 under $200,000",820
10601,"$200,000 or more",580
,,
10603,,"9,720"
10603,"$1 under $25,000",3000
10603,"$25,000 under $50,000",2020
10603,"$50,000 under $75,000",1490
10603,"$75,000 under $100,000",1010
10603,"$100,000 under $200,000",1620
10603,"$200,000 or more",580
,,
10604,,"5,490"
10604,"$1 under $25,000",1850
10604,"$25,000 under $50,000",1120
10604,"$50,000 under $75,000",710
10604,"$75,000 under $100,000",470
10604,"$100,000 under $200,000",780
10604,"$200,000 or more",560
,,
10605,,"10,170"
10605,"$1 under $25,000",2760
10605,"$25,000 under $50,000",1660
10605,"$50,000 under $75,000",1210
10605,"$75,000 under $100,000",890
10605,"$100,000 under $200,000",2020
10605,"$200,000 or more",1630
,,
10606,,"8,100"
10606,"$1 under $25,000",3250
10606,"$25,000 under $50,000",1890
10606,"$50,000 under $75,000",940
10606,"$75,000 under $100,000",550
10606,"$100,000 under $200,000",950
10606,"$200,000 or more",520
,,
10607,,"3,900"
10607,"$1 under $25,000",1230
10607,"$25,000 under $50,000",730
10607,"$50,000 under $75,000",500
10607,"$75,000 under $100,000",340
10607,"$100,000 under $200,000",770
10607,"$200,000 or more",330
,,
10701,,"27,820"
10701,"$1 under $25,000",12830
10701,"$25,000 under $50,000",7030
10701,"$50,000 under $75,000",3430
10701,"$75,000 under $100,000",1900
10701,"$100,000 under $200,000",2250
10701,"$200,000 or more",380
,,
10703,,"10,070"
10703,"$1 under $25,000",3870
10703,"$25,000 under $50,000",2470
10703,"$50,000 under $75,000",1470
10703,"$75,000 under $100,000",940
10703,"$100,000 under $200,000",1170
10703,"$200,000 or more",150
,,
10704,,"16,340"
10704,"$1 under $25,000",5170
10704,"$25,000 under $50,000",3890
10704,"$50,000 under $75,000",2830
10704,"$75,000 under $100,000",1880
10704,"$100,000 under $200,000",2250
10704,"$200,000 or more",320
,,
10705,,"17,300"
10705,"$1 under $25,000",8020
10705,"$25,000 under $50,000",4430
10705,"$50,000 under $75,000",2160
10705,"$75,000 under $100,000",1120
10705,"$100,000 under $200,000",1280
10705,"$200,000 or more",290
,,
10706,,"4,400"
10706,"$1 under $25,000",1080
10706,"$25,000 under $50,000",600
10706,"$50,000 under $75,000",490
10706,"$75,000 under $100,000",420
10706,"$100,000 under $200,000",920
10706,"$200,000 or more",890
,,
10707,,"5,030"
10707,"$1 under $25,000",1370
10707,"$25,000 under $50,000",820
10707,"$50,000 under $75,000",720
10707,"$75,000 under $100,000",510
10707,"$100,000 under $200,000",1000
10707,"$200,000 or more",610
,,
10708,,"11,440"
10708,"$1 under $25,000",2550
10708,"$25,000 under $50,000",1640
10708,"$50,000 under $75,000",1660
10708,"$75,000 under $100,000",1270
10708,"$100,000 under $200,000",2190
10708,"$200,000 or more",2130
,,
10709,,"4,730"
10709,"$1 under $25,000",1220
10709,"$25,000 under $50,000",720
10709,"$50,000 under $75,000",600
10709,"$75,000 under $100,000",470
10709,"$100,000 under $200,000",1040
10709,"$200,000 or more",680
,,
10710,,"13,760"
10710,"$1 under $25,000",3790
10710,"$25,000 under $50,000",2870
10710,"$50,000 under $75,000",2220
10710,"$75,000 under $100,000",1670
10710,"$100,000 under $200,000",2600
10710,"$200,000 or more",610
,,
10801,,"18,070"
10801,"$1 under $25,000",7320
10801,"$25,000 under $50,000",4110
10801,"$50,000 under $75,000",2410
10801,"$75,000 under $100,000",1480
10801,"$100,000 under $200,000",2060
10801,"$200,000 or more",690
,,
10803,,"5,940"
10803,"$1 under $25,000",1520
10803,"$25,000 under $50,000",820
10803,"$50,000 under $75,000",620
10803,"$75,000 under $100,000",470
10803,"$100,000 under $200,000",1020
10803,"$200,000 or more",1490
,,
10804,,"7,130"
10804,"$1 under $25,000",1660
10804,"$25,000 under $50,000",760
10804,"$50,000 under $75,000",600
10804,"$75,000 under $100,000",590
10804,"$100,000 under $200,000",1500
10804,"$200,000 or more",2020
,,
10805,,"9,120"
10805,"$1 under $25,000",3100
10805,"$25,000 under $50,000",2120
10805,"$50,000 under $75,000",1590
10805,"$75,000 under $100,000",990
10805,"$100,000 under $200,000",1030
10805,"$200,000 or more",290
,,
10901,,"11,620"
10901,"$1 under $25,000",3590
10901,"$25,000 under $50,000",1960
10901,"$50,000 under $75,000",1430
10901,"$75,000 under $100,000",1110
10901,"$100,000 under $200,000",2340
10901,"$200,000 or more",1190
,,
10913,,"2,510"
10913,"$1 under $25,000",690
10913,"$25,000 under $50,000",360
10913,"$50,000 under $75,000",280
10913,"$75,000 under $100,000",290
10913,"$100,000 under $200,000",580
10913,"$200,000 or more",310
,,
10916,,"2,130"
10916,"$1 under $25,000",630
10916,"$25,000 under $50,000",360
10916,"$50,000 under $75,000",240
10916,"$75,000 under $100,000",230
10916,"$100,000 under $200,000",510
10916,"$200,000 or more",160
,,
10917,,"1,020"
10917,"$1 under $25,000",350
10917,"$25,000 under $50,000",180
10917,"$50,000 under $75,000",110
10917,"$75,000 under $100,000",90
10917,"$100,000 under $200,000",210
10917,"$200,000 or more",80
,,
10918,,"5,370"
10918,"$1 under $25,000",1620
10918,"$25,000 under $50,000",950
10918,"$50,000 under $75,000",740
10918,"$75,000 under $100,000",600
10918,"$100,000 under $200,000",1160
10918,"$200,000 or more",300
,,
10919,,600
10919,"$1 under $25,000",200
10919,"$25,000 under $50,000",120
10919,"$50,000 under $75,000",90
10919,"$75,000 under $100,000",60
10919,"$100,000 under $200,000",110
10919,"$200,000 or more",20
,,
10920,,"4,430"
10920,"$1 under $25,000",1320
10920,"$25,000 under $50,000",700
10920,"$50,000 under $75,000",570
10920,"$75,000 under $100,000",490
10920,"$100,000 under $200,000",1040
10920,"$200,000 or more",310
,,
10921,,"2,110"
10921,"$1 under $25,000",680
10921,"$25,000 under $50,000",360
10921,"$50,000 under $75,000",280
10921,"$75,000 under $100,000",260
10921,"$100,000 under $200,000",440
10921,"$200,000 or more",90
,,
10923,,"4,740"
10923,"$1 under $25,000",1660
10923,"$25,000 under $50,000",1060
10923,"$50,000 under $75,000",700
10923,"$75,000 under $100,000",470
10923,"$100,000 under $200,000",710
10923,"$200,000 or more",140
,,
10924,,"5,830"
10924,"$1 under $25,000",1850
10924,"$25,000 under $50,000",1010
10924,"$50,000 under $75,000",740
10924,"$75,000 under $100,000",600
10924,"$100,000 under $200,000",1200
10924,"$200,000 or more",430
,,
10925,,"2,570"
10925,"$1 under $25,000",780
10925,"$25,000 under $50,000",500
10925,"$50,000 under $75,000",440
10925,"$75,000 under $100,000",320
10925,"$100,000 under $200,000",460
10925,"$200,000 or more",70
,,
10926,,"1,930"
10926,"$1 under $25,000",580
10926,"$25,000 under $50,000",410
10926,"$50,000 under $75,000",310
10926,"$75,000 under $100,000",230
10926,"$100,000 under $200,000",320
10926,"$200,000 or more",80
,,
10927,,"5,900"
10927,"$1 under $25,000",3100
10927,"$25,000 under $50,000",1520
10927,"$50,000 under $75,000",560
10927,"$75,000 under $100,000",290
10927,"$100,000 under $200,000",350
10927,"$200,000 or more",80
,,
10928,,"2,220"
10928,"$1 under $25,000",750
10928,"$25,000 under $50,000",590
10928,"$50,000 under $75,000",360
10928,"$75,000 under $100,000",230
10928,"$100,000 under $200,000",250
10928,"$200,000 or more",40
,,
10930,,"4,320"
10930,"$1 under $25,000",1290
10930,"$25,000 under $50,000",630
10930,"$50,000 under $75,000",490
10930,"$75,000 under $100,000",490
10930,"$100,000 under $200,000",1100
10930,"$200,000 or more",320
,,
10931,,480
10931,"$1 under $25,000",160
10931,"$25,000 under $50,000",130
10931,"$50,000 under $75,000",70
10931,"$75,000 under $100,000",60
10931,"$100,000 under $200,000",60
10931,"$200,000 or more",**
,,
10940,,"22,490"
10940,"$1 under $25,000",8990
10940,"$25,000 under $50,000",5420
10940,"$50,000 under $75,000",3070
10940,"$75,000 under $100,000",2100
10940,"$100,000 under $200,000",2590
10940,"$200,000 or more",320
,,
10941,,"6,720"
10941,"$1 under $25,000",2240
10941,"$25,000 under $50,000",1620
10941,"$50,000 under $75,000",1030
10941,"$75,000 under $100,000",730
10941,"$100,000 under $200,000",980
10941,"$200,000 or more",120
,,
10950,,"16,630"
10950,"$1 under $25,000",6800
10950,"$25,000 under $50,000",2720
10950,"$50,000 under $75,000",1790
10950,"$75,000 under $100,000",1560
10950,"$100,000 under $200,000",2990
10950,"$200,000 or more",770
,,
10952,,"12,130"
10952,"$1 under $25,000",5650
10952,"$25,000 under $50,000",2220
10952,"$50,000 under $75,000",1100
10952,"$75,000 under $100,000",820
10952,"$100,000 under $200,000",1460
10952,"$200,000 or more",880
,,
10954,,"12,190"
10954,"$1 under $25,000",3700
10954,"$25,000 under $50,000",2270
10954,"$50,000 under $75,000",1640
10954,"$75,000 under $100,000",1300
10954,"$100,000 under $200,000",2560
10954,"$200,000 or more",720
,,
10956,,"15,880"
10956,"$1 under $25,000",4400
10956,"$25,000 under $50,000",2280
10956,"$50,000 under $75,000",1700
10956,"$75,000 under $100,000",1540
10956,"$100,000 under $200,000",4000
10956,"$200,000 or more",1960
,,
10958,,"1,600"
10958,"$1 under $25,000",550
10958,"$25,000 under $50,000",280
10958,"$50,000 under $75,000",220
10958,"$75,000 under $100,000",180
10958,"$100,000 under $200,000",310
10958,"$200,000 or more",60
,,
10960,,"7,670"
10960,"$1 under $25,000",2530
10960,"$25,000 under $50,000",1460
10960,"$50,000 under $75,000",1030
10960,"$75,000 under $100,000",760
10960,"$100,000 under $200,000",1240
10960,"$200,000 or more",650
,,
10962,,"2,510"
10962,"$1 under $25,000",710
10962,"$25,000 under $50,000",420
10962,"$50,000 under $75,000",310
10962,"$75,000 under $100,000",240
10962,"$100,000 under $200,000",580
10962,"$200,000 or more",250
,,
10963,,"1,200"
10963,"$1 under $25,000",410
10963,"$25,000 under $50,000",240
10963,"$50,000 under $75,000",180
10963,"$75,000 under $100,000",130
10963,"$100,000 under $200,000",220
10963,"$200,000 or more",20
,,
10964,,760
10964,"$1 under $25,000",190
10964,"$25,000 under $50,000",110
10964,"$50,000 under $75,000",90
10964,"$75,000 under $100,000",60
10964,"$100,000 under $200,000",160
10964,"$200,000 or more",150
,,
10965,,"7,410"
10965,"$1 under $25,000",2030
10965,"$25,000 under $50,000",1140
10965,"$50,000 under $75,000",980
10965,"$75,000 under $100,000",780
10965,"$100,000 under $200,000",1870
10965,"$200,000 or more",610
,,
10968,,"1,250"
10968,"$1 under $25,000",290
10968,"$25,000 under $50,000",200
10968,"$50,000 under $75,000",170
10968,"$75,000 under $100,000",140
10968,"$100,000 under $200,000",280
10968,"$200,000 or more",170
,,
10969,,600
10969,"$1 under $25,000",200
10969,"$25,000 under $50,000",120
10969,"$50,000 under $75,000",90
10969,"$75,000 under $100,000",70
10969,"$100,000 under $200,000",120
10969,"$200,000 or more",**
,,
10970,,"5,130"
10970,"$1 under $25,000",1510
10970,"$25,000 under $50,000",1020
10970,"$50,000 under $75,000",760
10970,"$75,000 under $100,000",560
10970,"$100,000 under $200,000",970
10970,"$200,000 or more",310
,,
10973,,"1,100"
10973,"$1 under $25,000",350
10973,"$25,000 under $50,000",210
10973,"$50,000 under $75,000",160
10973,"$75,000 under $100,000",130
10973,"$100,000 under $200,000",210
10973,"$200,000 or more",40
,,
10974,,"1,510"
10974,"$1 under $25,000",480
10974,"$25,000 under $50,000",270
10974,"$50,000 under $75,000",210
10974,"$75,000 under $100,000",160
10974,"$100,000 under $200,000",310
10974,"$200,000 or more",80
,,
10975,,160
10975,"$1 under $25,000",40
10975,"$25,000 under $50,000",40
10975,"$50,000 under $75,000",60
10975,"$75,000 under $100,000",**
10975,"$100,000 under $200,000",20
10975,"$200,000 or more",**
,,
10976,,810
10976,"$1 under $25,000",340
10976,"$25,000 under $50,000",140
10976,"$50,000 under $75,000",90
10976,"$75,000 under $100,000",70
10976,"$100,000 under $200,000",120
10976,"$200,000 or more",50
,,
10977,,"24,230"
10977,"$1 under $25,000",11830
10977,"$25,000 under $50,000",5790
10977,"$50,000 under $75,000",2390
10977,"$75,000 under $100,000",1460
10977,"$100,000 under $200,000",2120
10977,"$200,000 or more",640
,,
10980,,"6,990"
10980,"$1 under $25,000",2110
10980,"$25,000 under $50,000",1380
10980,"$50,000 under $75,000",900
10980,"$75,000 under $100,000",730
10980,"$100,000 under $200,000",1410
10980,"$200,000 or more",460
,,
10983,,"2,900"
10983,"$1 under $25,000",770
10983,"$25,000 under $50,000",410
10983,"$50,000 under $75,000",360
10983,"$75,000 under $100,000",300
10983,"$100,000 under $200,000",790
10983,"$200,000 or more",270
,,
10984,,"1,290"
10984,"$1 under $25,000",340
10984,"$25,000 under $50,000",200
10984,"$50,000 under $75,000",180
10984,"$75,000 under $100,000",170
10984,"$100,000 under $200,000",330
10984,"$200,000 or more",70
,,
10985,,190
10985,"$1 under $25,000",60
10985,"$25,000 under $50,000",40
10985,"$50,000 under $75,000",30
10985,"$75,000 under $100,000",20
10985,"$100,000 under $200,000",40
10985,"$200,000 or more",**
,,
10986,,900
10986,"$1 under $25,000",260
10986,"$25,000 under $50,000",160
10986,"$50,000 under $75,000",100
10986,"$75,000 under $100,000",100
10986,"$100,000 under $200,000",200
10986,"$200,000 or more",80
,,
10987,,"1,650"
10987,"$1 under $25,000",410
10987,"$25,000 under $50,000",250
10987,"$50,000 under $75,000",210
10987,"$75,000 under $100,000",150
10987,"$100,000 under $200,000",380
10987,"$200,000 or more",250
,,
10989,,"4,990"
10989,"$1 under $25,000",1320
10989,"$25,000 under $50,000",820
10989,"$50,000 under $75,000",730
10989,"$75,000 under $100,000",620
10989,"$100,000 under $200,000",1160
10989,"$200,000 or more",340
,,
10990,,"9,630"
10990,"$1 under $25,000",2910
10990,"$25,000 under $50,000",1640
10990,"$50,000 under $75,000",1220
10990,"$75,000 under $100,000",1100
10990,"$100,000 under $200,000",2050
10990,"$200,000 or more",710
,,
10992,,"4,780"
10992,"$1 under $25,000",1520
10992,"$25,000 under $50,000",790
10992,"$50,000 under $75,000",610
10992,"$75,000 under $100,000",550
10992,"$100,000 under $200,000",1110
10992,"$200,000 or more",200
,,
10993,,"2,440"
10993,"$1 under $25,000",1010
10993,"$25,000 under $50,000",640
10993,"$50,000 under $75,000",340
10993,"$75,000 under $100,000",200
10993,"$100,000 under $200,000",250
10993,"$200,000 or more",**
,,
10994,,"3,780"
10994,"$1 under $25,000",1020
10994,"$25,000 under $50,000",580
10994,"$50,000 under $75,000",440
10994,"$75,000 under $100,000",360
10994,"$100,000 under $200,000",880
10994,"$200,000 or more",500
,,
10996,,"1,190"
10996,"$1 under $25,000",400
10996,"$25,000 under $50,000",160
10996,"$50,000 under $75,000",180
10996,"$75,000 under $100,000",200
10996,"$100,000 under $200,000",210
10996,"$200,000 or more",40
,,
10998,,"1,530"
10998,"$1 under $25,000",470
10998,"$25,000 under $50,000",280
