"ZIP
code",Size of adjusted gross income,Number of returns
13682,"$50,000 under $75,000",78
13682,"$75,000 under $100,000",38
13682,"$100,000 under $200,000",45
13682,"$200,000 or more",**
,,
13684,,460
13684,"$1 under $25,000",174
13684,"$25,000 under $50,000",143
13684,"$50,000 under $75,000",74
13684,"$75,000 under $100,000",39
13684,"$100,000 under $200,000",30
13684,"$200,000 or more",**
,,
13685,,"1,183"
13685,"$1 under $25,000",419
13685,"$25,000 under $50,000",283
13685,"$50,000 under $75,000",198
13685,"$75,000 under $100,000",117
13685,"$100,000 under $200,000",135
13685,"$200,000 or more",31
,,
13687,,251
13687,"$1 under $25,000",90
13687,"$25,000 under $50,000",63
13687,"$50,000 under $75,000",39
13687,"$75,000 under $100,000",33
13687,"$100,000 under $200,000",26
13687,"$200,000 or more",**
,,
13690,,355
13690,"$1 under $25,000",146
13690,"$25,000 under $50,000",88
13690,"$50,000 under $75,000",60
13690,"$75,000 under $100,000",36
13690,"$100,000 under $200,000",25
13690,"$200,000 or more",**
,,
13691,,"1,334"
13691,"$1 under $25,000",587
13691,"$25,000 under $50,000",319
13691,"$50,000 under $75,000",220
13691,"$75,000 under $100,000",111
13691,"$100,000 under $200,000",97
13691,"$200,000 or more",**
,,
13693,,274
13693,"$1 under $25,000",110
13693,"$25,000 under $50,000",71
13693,"$50,000 under $75,000",44
13693,"$75,000 under $100,000",23
13693,"$100,000 under $200,000",26
13693,"$200,000 or more",**
,,
13694,,717
13694,"$1 under $25,000",242
13694,"$25,000 under $50,000",172
13694,"$50,000 under $75,000",130
13694,"$75,000 under $100,000",85
13694,"$100,000 under $200,000",88
13694,"$200,000 or more",**
,,
13696,,115
13696,"$1 under $25,000",53
13696,"$25,000 under $50,000",62
13696,"$50,000 under $75,000",**
13696,"$75,000 under $100,000",**
13696,"$100,000 under $200,000",**
13696,"$200,000 or more",0
,,
13697,,892
13697,"$1 under $25,000",384
13697,"$25,000 under $50,000",228
13697,"$50,000 under $75,000",139
13697,"$75,000 under $100,000",85
13697,"$100,000 under $200,000",56
13697,"$200,000 or more",**
,,
13730,,"1,277"
13730,"$1 under $25,000",567
13730,"$25,000 under $50,000",326
13730,"$50,000 under $75,000",208
13730,"$75,000 under $100,000",104
13730,"$100,000 under $200,000",72
13730,"$200,000 or more",**
,,
13731,,507
13731,"$1 under $25,000",189
13731,"$25,000 under $50,000",133
13731,"$50,000 under $75,000",85
13731,"$75,000 under $100,000",39
13731,"$100,000 under $200,000",61
13731,"$200,000 or more",**
,,
13732,,"3,879"
13732,"$1 under $25,000",1327
13732,"$25,000 under $50,000",840
13732,"$50,000 under $75,000",598
13732,"$75,000 under $100,000",455
13732,"$100,000 under $200,000",576
13732,"$200,000 or more",83
,,
13733,,"2,395"
13733,"$1 under $25,000",1034
13733,"$25,000 under $50,000",605
13733,"$50,000 under $75,000",368
13733,"$75,000 under $100,000",211
13733,"$100,000 under $200,000",177
13733,"$200,000 or more",**
,,
13734,,966
13734,"$1 under $25,000",392
13734,"$25,000 under $50,000",266
13734,"$50,000 under $75,000",169
13734,"$75,000 under $100,000",73
13734,"$100,000 under $200,000",66
13734,"$200,000 or more",**
,,
13736,,"1,106"
13736,"$1 under $25,000",431
13736,"$25,000 under $50,000",328
13736,"$50,000 under $75,000",171
13736,"$75,000 under $100,000",90
13736,"$100,000 under $200,000",86
13736,"$200,000 or more",**
,,
13739,,426
13739,"$1 under $25,000",178
13739,"$25,000 under $50,000",109
13739,"$50,000 under $75,000",69
13739,"$75,000 under $100,000",41
13739,"$100,000 under $200,000",29
13739,"$200,000 or more",**
,,
13740,,220
13740,"$1 under $25,000",94
13740,"$25,000 under $50,000",37
13740,"$50,000 under $75,000",36
13740,"$75,000 under $100,000",26
13740,"$100,000 under $200,000",27
13740,"$200,000 or more",**
,,
13743,,"1,734"
13743,"$1 under $25,000",664
13743,"$25,000 under $50,000",463
13743,"$50,000 under $75,000",297
13743,"$75,000 under $100,000",170
13743,"$100,000 under $200,000",140
13743,"$200,000 or more",**
,,
13744,,557
13744,"$1 under $25,000",211
13744,"$25,000 under $50,000",158
13744,"$50,000 under $75,000",90
13744,"$75,000 under $100,000",56
13744,"$100,000 under $200,000",42
13744,"$200,000 or more",**
,,
13746,,"1,240"
13746,"$1 under $25,000",474
13746,"$25,000 under $50,000",307
13746,"$50,000 under $75,000",204
13746,"$75,000 under $100,000",120
13746,"$100,000 under $200,000",135
13746,"$200,000 or more",**
,,
13748,,"1,836"
13748,"$1 under $25,000",778
13748,"$25,000 under $50,000",403
13748,"$50,000 under $75,000",316
13748,"$75,000 under $100,000",178
13748,"$100,000 under $200,000",140
13748,"$200,000 or more",21
,,
13750,,464
13750,"$1 under $25,000",209
13750,"$25,000 under $50,000",124
13750,"$50,000 under $75,000",71
13750,"$75,000 under $100,000",29
13750,"$100,000 under $200,000",31
13750,"$200,000 or more",**
,,
13751,,132
13751,"$1 under $25,000",58
13751,"$25,000 under $50,000",74
13751,"$50,000 under $75,000",**
13751,"$75,000 under $100,000",**
13751,"$100,000 under $200,000",**
13751,"$200,000 or more",0
,,
13752,,350
13752,"$1 under $25,000",136
13752,"$25,000 under $50,000",100
13752,"$50,000 under $75,000",53
13752,"$75,000 under $100,000",30
13752,"$100,000 under $200,000",31
13752,"$200,000 or more",0
,,
13753,,"1,933"
13753,"$1 under $25,000",797
13753,"$25,000 under $50,000",489
13753,"$50,000 under $75,000",257
13753,"$75,000 under $100,000",182
13753,"$100,000 under $200,000",181
13753,"$200,000 or more",27
,,
13754,,"1,383"
13754,"$1 under $25,000",649
13754,"$25,000 under $50,000",332
13754,"$50,000 under $75,000",199
13754,"$75,000 under $100,000",107
13754,"$100,000 under $200,000",96
13754,"$200,000 or more",**
,,
13755,,603
13755,"$1 under $25,000",278
13755,"$25,000 under $50,000",153
13755,"$50,000 under $75,000",94
13755,"$75,000 under $100,000",38
13755,"$100,000 under $200,000",40
13755,"$200,000 or more",**
,,
13756,,227
13756,"$1 under $25,000",100
13756,"$25,000 under $50,000",68
13756,"$50,000 under $75,000",22
13756,"$75,000 under $100,000",37
13756,"$100,000 under $200,000",**
13756,"$200,000 or more",**
,,
13757,,413
13757,"$1 under $25,000",165
13757,"$25,000 under $50,000",96
13757,"$50,000 under $75,000",68
13757,"$75,000 under $100,000",46
13757,"$100,000 under $200,000",38
13757,"$200,000 or more",**
,,
13760,,"21,528"
13760,"$1 under $25,000",8828
13760,"$25,000 under $50,000",4992
13760,"$50,000 under $75,000",3091
13760,"$75,000 under $100,000",1952
13760,"$100,000 under $200,000",2294
13760,"$200,000 or more",371
,,
13775,,733
13775,"$1 under $25,000",284
13775,"$25,000 under $50,000",202
13775,"$50,000 under $75,000",111
13775,"$75,000 under $100,000",66
13775,"$100,000 under $200,000",70
13775,"$200,000 or more",**
,,
13776,,354
13776,"$1 under $25,000",167
13776,"$25,000 under $50,000",74
13776,"$50,000 under $75,000",52
13776,"$75,000 under $100,000",23
13776,"$100,000 under $200,000",38
13776,"$200,000 or more",**
,,
13777,,419
13777,"$1 under $25,000",198
13777,"$25,000 under $50,000",88
13777,"$50,000 under $75,000",56
13777,"$75,000 under $100,000",45
13777,"$100,000 under $200,000",32
13777,"$200,000 or more",0
,,
13778,,"2,679"
13778,"$1 under $25,000",1045
13778,"$25,000 under $50,000",681
13778,"$50,000 under $75,000",470
13778,"$75,000 under $100,000",236
13778,"$100,000 under $200,000",218
13778,"$200,000 or more",29
,,
13780,,488
13780,"$1 under $25,000",188
13780,"$25,000 under $50,000",124
13780,"$50,000 under $75,000",94
13780,"$75,000 under $100,000",36
13780,"$100,000 under $200,000",46
13780,"$200,000 or more",**
,,
13782,,318
13782,"$1 under $25,000",128
13782,"$25,000 under $50,000",90
13782,"$50,000 under $75,000",59
13782,"$75,000 under $100,000",41
13782,"$100,000 under $200,000",**
13782,"$200,000 or more",**
,,
13783,,"1,066"
13783,"$1 under $25,000",524
13783,"$25,000 under $50,000",258
13783,"$50,000 under $75,000",158
13783,"$75,000 under $100,000",62
13783,"$100,000 under $200,000",64
13783,"$200,000 or more",**
,,
13786,,171
13786,"$1 under $25,000",71
13786,"$25,000 under $50,000",39
13786,"$50,000 under $75,000",61
13786,"$75,000 under $100,000",**
13786,"$100,000 under $200,000",**
13786,"$200,000 or more",**
,,
13787,,"1,604"
13787,"$1 under $25,000",740
13787,"$25,000 under $50,000",451
13787,"$50,000 under $75,000",223
13787,"$75,000 under $100,000",107
13787,"$100,000 under $200,000",83
13787,"$200,000 or more",**
,,
13788,,441
13788,"$1 under $25,000",165
13788,"$25,000 under $50,000",134
13788,"$50,000 under $75,000",67
13788,"$75,000 under $100,000",37
13788,"$100,000 under $200,000",38
13788,"$200,000 or more",**
,,
13790,,"8,548"
13790,"$1 under $25,000",4016
13790,"$25,000 under $50,000",2226
13790,"$50,000 under $75,000",1130
13790,"$75,000 under $100,000",606
13790,"$100,000 under $200,000",497
13790,"$200,000 or more",73
,,
13795,,"1,774"
13795,"$1 under $25,000",757
13795,"$25,000 under $50,000",453
13795,"$50,000 under $75,000",249
13795,"$75,000 under $100,000",170
13795,"$100,000 under $200,000",145
13795,"$200,000 or more",**
,,
13796,,623
13796,"$1 under $25,000",280
13796,"$25,000 under $50,000",141
13796,"$50,000 under $75,000",105
13796,"$75,000 under $100,000",55
13796,"$100,000 under $200,000",42
13796,"$200,000 or more",**
,,
13797,,930
13797,"$1 under $25,000",411
13797,"$25,000 under $50,000",262
13797,"$50,000 under $75,000",130
13797,"$75,000 under $100,000",62
13797,"$100,000 under $200,000",65
13797,"$200,000 or more",**
,,
13801,,544
13801,"$1 under $25,000",253
13801,"$25,000 under $50,000",168
13801,"$50,000 under $75,000",76
13801,"$75,000 under $100,000",22
13801,"$100,000 under $200,000",25
13801,"$200,000 or more",**
,,
13802,,434
13802,"$1 under $25,000",172
13802,"$25,000 under $50,000",109
13802,"$50,000 under $75,000",69
13802,"$75,000 under $100,000",33
13802,"$100,000 under $200,000",51
13802,"$200,000 or more",**
,,
13803,,"1,856"
13803,"$1 under $25,000",791
13803,"$25,000 under $50,000",505
13803,"$50,000 under $75,000",286
13803,"$75,000 under $100,000",154
13803,"$100,000 under $200,000",120
13803,"$200,000 or more",**
,,
13804,,210
13804,"$1 under $25,000",90
13804,"$25,000 under $50,000",64
13804,"$50,000 under $75,000",56
13804,"$75,000 under $100,000",**
13804,"$100,000 under $200,000",**
13804,"$200,000 or more",0
,,
13806,,124
13806,"$1 under $25,000",63
13806,"$25,000 under $50,000",61
13806,"$50,000 under $75,000",**
13806,"$75,000 under $100,000",**
13806,"$100,000 under $200,000",**
13806,"$200,000 or more",**
,,
13807,,628
13807,"$1 under $25,000",284
13807,"$25,000 under $50,000",156
13807,"$50,000 under $75,000",88
13807,"$75,000 under $100,000",46
13807,"$100,000 under $200,000",54
13807,"$200,000 or more",**
,,
13808,,764
13808,"$1 under $25,000",329
13808,"$25,000 under $50,000",189
13808,"$50,000 under $75,000",116
13808,"$75,000 under $100,000",66
13808,"$100,000 under $200,000",64
13808,"$200,000 or more",**
,,
13809,,725
13809,"$1 under $25,000",294
13809,"$25,000 under $50,000",209
13809,"$50,000 under $75,000",129
13809,"$75,000 under $100,000",54
13809,"$100,000 under $200,000",39
13809,"$200,000 or more",**
,,
13810,,516
13810,"$1 under $25,000",215
13810,"$25,000 under $50,000",150
13810,"$50,000 under $75,000",75
13810,"$75,000 under $100,000",43
13810,"$100,000 under $200,000",33
13810,"$200,000 or more",**
,,
13811,,"2,028"
13811,"$1 under $25,000",817
13811,"$25,000 under $50,000",539
13811,"$50,000 under $75,000",296
13811,"$75,000 under $100,000",190
13811,"$100,000 under $200,000",186
13811,"$200,000 or more",**
,,
13812,,"1,056"
13812,"$1 under $25,000",433
13812,"$25,000 under $50,000",267
13812,"$50,000 under $75,000",191
13812,"$75,000 under $100,000",87
13812,"$100,000 under $200,000",78
13812,"$200,000 or more",**
,,
13813,,417
13813,"$1 under $25,000",198
13813,"$25,000 under $50,000",92
13813,"$50,000 under $75,000",61
13813,"$75,000 under $100,000",39
13813,"$100,000 under $200,000",27
13813,"$200,000 or more",**
,,
13815,,"6,166"
13815,"$1 under $25,000",2829
13815,"$25,000 under $50,000",1519
13815,"$50,000 under $75,000",839
13815,"$75,000 under $100,000",452
13815,"$100,000 under $200,000",438
13815,"$200,000 or more",89
,,
13820,,"7,762"
13820,"$1 under $25,000",3398
13820,"$25,000 under $50,000",1804
13820,"$50,000 under $75,000",1070
13820,"$75,000 under $100,000",668
13820,"$100,000 under $200,000",698
13820,"$200,000 or more",124
,,
13825,,"1,552"
13825,"$1 under $25,000",635
13825,"$25,000 under $50,000",418
13825,"$50,000 under $75,000",222
13825,"$75,000 under $100,000",156
13825,"$100,000 under $200,000",121
13825,"$200,000 or more",**
,,
13827,,"5,316"
13827,"$1 under $25,000",2136
13827,"$25,000 under $50,000",1281
13827,"$50,000 under $75,000",751
13827,"$75,000 under $100,000",502
13827,"$100,000 under $200,000",569
13827,"$200,000 or more",77
,,
13830,,"2,191"
13830,"$1 under $25,000",954
13830,"$25,000 under $50,000",577
13830,"$50,000 under $75,000",340
13830,"$75,000 under $100,000",175
13830,"$100,000 under $200,000",145
13830,"$200,000 or more",**
,,
13832,,260
13832,"$1 under $25,000",122
13832,"$25,000 under $50,000",76
13832,"$50,000 under $75,000",25
13832,"$75,000 under $100,000",37
13832,"$100,000 under $200,000",**
13832,"$200,000 or more",0
,,
13833,,"1,963"
13833,"$1 under $25,000",816
13833,"$25,000 under $50,000",542
13833,"$50,000 under $75,000",279
13833,"$75,000 under $100,000",168
13833,"$100,000 under $200,000",158
13833,"$200,000 or more",**
,,
13835,,653
13835,"$1 under $25,000",282
13835,"$25,000 under $50,000",185
13835,"$50,000 under $75,000",98
13835,"$75,000 under $100,000",53
13835,"$100,000 under $200,000",35
13835,"$200,000 or more",**
,,
13838,,"1,938"
13838,"$1 under $25,000",864
13838,"$25,000 under $50,000",496
13838,"$50,000 under $75,000",271
13838,"$75,000 under $100,000",164
13838,"$100,000 under $200,000",143
13838,"$200,000 or more",**
,,
13839,,637
13839,"$1 under $25,000",265
13839,"$25,000 under $50,000",181
13839,"$50,000 under $75,000",102
13839,"$75,000 under $100,000",55
13839,"$100,000 under $200,000",34
13839,"$200,000 or more",**
,,
13841,,239
13841,"$1 under $25,000",107
13841,"$25,000 under $50,000",70
13841,"$50,000 under $75,000",62
13841,"$75,000 under $100,000",**
13841,"$100,000 under $200,000",**
13841,"$200,000 or more",0
,,
13842,,212
13842,"$1 under $25,000",81
13842,"$25,000 under $50,000",49
13842,"$50,000 under $75,000",35
13842,"$75,000 under $100,000",22
13842,"$100,000 under $200,000",25
13842,"$200,000 or more",**
,,
13843,,735
13843,"$1 under $25,000",301
13843,"$25,000 under $50,000",207
13843,"$50,000 under $75,000",119
13843,"$75,000 under $100,000",66
13843,"$100,000 under $200,000",42
13843,"$200,000 or more",**
,,
13844,,340
13844,"$1 under $25,000",168
13844,"$25,000 under $50,000",83
13844,"$50,000 under $75,000",51
13844,"$75,000 under $100,000",38
13844,"$100,000 under $200,000",**
13844,"$200,000 or more",**
,,
13846,,159
13846,"$1 under $25,000",71
13846,"$25,000 under $50,000",88
13846,"$50,000 under $75,000",**
13846,"$75,000 under $100,000",**
13846,"$100,000 under $200,000",**
13846,"$200,000 or more",**
,,
13849,,"2,025"
13849,"$1 under $25,000",843
13849,"$25,000 under $50,000",530
13849,"$50,000 under $75,000",325
13849,"$75,000 under $100,000",183
13849,"$100,000 under $200,000",144
13849,"$200,000 or more",**
,,
13850,,"10,294"
13850,"$1 under $25,000",3628
13850,"$25,000 under $50,000",2062
13850,"$50,000 under $75,000",1535
13850,"$75,000 under $100,000",1098
13850,"$100,000 under $200,000",1506
13850,"$200,000 or more",465
,,
13856,,"2,845"
13856,"$1 under $25,000",1306
13856,"$25,000 under $50,000",718
13856,"$50,000 under $75,000",416
13856,"$75,000 under $100,000",213
13856,"$100,000 under $200,000",170
13856,"$200,000 or more",22
,,
13861,,330
13861,"$1 under $25,000",134
13861,"$25,000 under $50,000",87
13861,"$50,000 under $75,000",40
13861,"$75,000 under $100,000",34
13861,"$100,000 under $200,000",35
13861,"$200,000 or more",**
,,
13862,,"1,905"
13862,"$1 under $25,000",779
13862,"$25,000 under $50,000",518
13862,"$50,000 under $75,000",279
13862,"$75,000 under $100,000",164
13862,"$100,000 under $200,000",165
13862,"$200,000 or more",**
,,
13863,,198
13863,"$1 under $25,000",75
13863,"$25,000 under $50,000",69
13863,"$50,000 under $75,000",54
13863,"$75,000 under $100,000",**
13863,"$100,000 under $200,000",**
13863,"$200,000 or more",0
,,
13864,,536
13864,"$1 under $25,000",230
13864,"$25,000 under $50,000",154
13864,"$50,000 under $75,000",78
13864,"$75,000 under $100,000",44
13864,"$100,000 under $200,000",30
13864,"$200,000 or more",**
,,
13865,,"2,800"
13865,"$1 under $25,000",1155
13865,"$25,000 under $50,000",693
13865,"$50,000 under $75,000",464
13865,"$75,000 under $100,000",238
13865,"$100,000 under $200,000",224
13865,"$200,000 or more",26
,,
13901,,"8,831"
13901,"$1 under $25,000",4102
13901,"$25,000 under $50,000",1955
13901,"$50,000 under $75,000",1183
13901,"$75,000 under $100,000",721
13901,"$100,000 under $200,000",756
13901,"$200,000 or more",114
,,
13903,,"8,721"
13903,"$1 under $25,000",3879
13903,"$25,000 under $50,000",2061
13903,"$50,000 under $75,000",1119
13903,"$75,000 under $100,000",694
13903,"$100,000 under $200,000",769
13903,"$200,000 or more",199
,,
13904,,"4,294"
13904,"$1 under $25,000",1928
13904,"$25,000 under $50,000",1159
13904,"$50,000 under $75,000",575
13904,"$75,000 under $100,000",359
13904,"$100,000 under $200,000",234
13904,"$200,000 or more",39
,,
13905,,"11,527"
13905,"$1 under $25,000",5830
13905,"$25,000 under $50,000",2543
13905,"$50,000 under $75,000",1394
13905,"$75,000 under $100,000",759
13905,"$100,000 under $200,000",838
13905,"$200,000 or more",163
,,
14001,,"4,781"
14001,"$1 under $25,000",1842
14001,"$25,000 under $50,000",1155
14001,"$50,000 under $75,000",753
14001,"$75,000 under $100,000",508
14001,"$100,000 under $200,000",461
14001,"$200,000 or more",62
,,
14004,,"5,369"
14004,"$1 under $25,000",1918
14004,"$25,000 under $50,000",1238
14004,"$50,000 under $75,000",900
14004,"$75,000 under $100,000",652
14004,"$100,000 under $200,000",608
14004,"$200,000 or more",53
,,
14005,,879
14005,"$1 under $25,000",338
14005,"$25,000 under $50,000",191
14005,"$50,000 under $75,000",173
14005,"$75,000 under $100,000",97
14005,"$100,000 under $200,000",80
14005,"$200,000 or more",**
,,
14006,,"4,918"
14006,"$1 under $25,000",2007
14006,"$25,000 under $50,000",1222
14006,"$50,000 under $75,000",764
14006,"$75,000 under $100,000",491
14006,"$100,000 under $200,000",399
14006,"$200,000 or more",35
,,
14008,,717
14008,"$1 under $25,000",311
14008,"$25,000 under $50,000",161
14008,"$50,000 under $75,000",115
14008,"$75,000 under $100,000",65
14008,"$100,000 under $200,000",65
14008,"$200,000 or more",**
,,
14009,,"2,645"
14009,"$1 under $25,000",1066
14009,"$25,000 under $50,000",772
14009,"$50,000 under $75,000",390
14009,"$75,000 under $100,000",220
14009,"$100,000 under $200,000",177
14009,"$200,000 or more",20
,,
14011,,"2,877"
14011,"$1 under $25,000",1075
14011,"$25,000 under $50,000",717
14011,"$50,000 under $75,000",492
14011,"$75,000 under $100,000",311
14011,"$100,000 under $200,000",282
14011,"$200,000 or more",**
,,
14012,,"1,081"
14012,"$1 under $25,000",434
14012,"$25,000 under $50,000",272
14012,"$50,000 under $75,000",194
14012,"$75,000 under $100,000",98
14012,"$100,000 under $200,000",83
14012,"$200,000 or more",**
,,
14013,,764
14013,"$1 under $25,000",349
14013,"$25,000 under $50,000",191
14013,"$50,000 under $75,000",126
14013,"$75,000 under $100,000",60
14013,"$100,000 under $200,000",38
14013,"$200,000 or more",**
,,
14020,,"10,220"
14020,"$1 under $25,000",4637
14020,"$25,000 under $50,000",2543
14020,"$50,000 under $75,000",1359
14020,"$75,000 under $100,000",831
14020,"$100,000 under $200,000",737
14020,"$200,000 or more",113
,,
14024,,733
14024,"$1 under $25,000",288
14024,"$25,000 under $50,000",196
14024,"$50,000 under $75,000",116
14024,"$75,000 under $100,000",79
14024,"$100,000 under $200,000",54
14024,"$200,000 or more",**
,,
14025,,"1,511"
14025,"$1 under $25,000",484
14025,"$25,000 under $50,000",355
14025,"$50,000 under $75,000",223
14025,"$75,000 under $100,000",208
14025,"$100,000 under $200,000",204
14025,"$200,000 or more",37
,,
14026,,398
14026,"$1 under $25,000",155
14026,"$25,000 under $50,000",88
14026,"$50,000 under $75,000",64
14026,"$75,000 under $100,000",40
14026,"$100,000 under $200,000",51
14026,"$200,000 or more",**
,,
14028,,706
14028,"$1 under $25,000",251
14028,"$25,000 under $50,000",173
14028,"$50,000 under $75,000",119
14028,"$75,000 under $100,000",78
14028,"$100,000 under $200,000",85
14028,"$200,000 or more",**
,,
14030,,741
14030,"$1 under $25,000",298
14030,"$25,000 under $50,000",193
14030,"$50,000 under $75,000",117
14030,"$75,000 under $100,000",82
14030,"$100,000 under $200,000",51
14030,"$200,000 or more",**
,,
14031,,"4,808"
14031,"$1 under $25,000",1756
14031,"$25,000 under $50,000",877
14031,"$50,000 under $75,000",596
14031,"$75,000 under $100,000",475
14031,"$100,000 under $200,000",720
14031,"$200,000 or more",384
,,
14032,,"3,743"
14032,"$1 under $25,000",1158
14032,"$25,000 under $50,000",543
14032,"$50,000 under $75,000",443
14032,"$75,000 under $100,000",432
14032,"$100,000 under $200,000",804
14032,"$200,000 or more",363
,,
14033,,"1,145"
14033,"$1 under $25,000",347
14033,"$25,000 under $50,000",237
14033,"$50,000 under $75,000",190
14033,"$75,000 under $100,000",152
14033,"$100,000 under $200,000",190
14033,"$200,000 or more",29
,,
14034,,882
14034,"$1 under $25,000",343
14034,"$25,000 under $50,000",225
14034,"$50,000 under $75,000",154
14034,"$75,000 under $100,000",93
14034,"$100,000 under $200,000",67
14034,"$200,000 or more",**
,,
14036,,"2,407"
14036,"$1 under $25,000",921
14036,"$25,000 under $50,000",636
14036,"$50,000 under $75,000",376
14036,"$75,000 under $100,000",239
14036,"$100,000 under $200,000",214
14036,"$200,000 or more",21
,,
14037,,600
14037,"$1 under $25,000",237
14037,"$25,000 under $50,000",119
14037,"$50,000 under $75,000",100
14037,"$75,000 under $100,000",65
14037,"$100,000 under $200,000",79
14037,"$200,000 or more",**
,,
14040,,"1,101"
14040,"$1 under $25,000",425
14040,"$25,000 under $50,000",254
14040,"$50,000 under $75,000",176
14040,"$75,000 under $100,000",117
14040,"$100,000 under $200,000",129
14040,"$200,000 or more",**
,,
14041,,119
14041,"$1 under $25,000",54
14041,"$25,000 under $50,000",65
14041,"$50,000 under $75,000",**
14041,"$75,000 under $100,000",**
14041,"$100,000 under $200,000",**
14041,"$200,000 or more",0
,,
14042,,"1,731"
14042,"$1 under $25,000",766
14042,"$25,000 under $50,000",480
14042,"$50,000 under $75,000",278
14042,"$75,000 under $100,000",128
14042,"$100,000 under $200,000",79
14042,"$200,000 or more",**
,,
14043,,"13,073"
14043,"$1 under $25,000",5046
14043,"$25,000 under $50,000",3573
14043,"$50,000 under $75,000",2148
14043,"$75,000 under $100,000",1237
14043,"$100,000 under $200,000",990
14043,"$200,000 or more",79
,,
14047,,"3,218"
14047,"$1 under $25,000",1155
14047,"$25,000 under $50,000",785
14047,"$50,000 under $75,000",526
14047,"$75,000 under $100,000",347
14047,"$100,000 under $200,000",364
14047,"$200,000 or more",41
,,
14048,,"6,573"
14048,"$1 under $25,000",3166
14048,"$25,000 under $50,000",1749
14048,"$50,000 under $75,000",849
14048,"$75,000 under $100,000",457
14048,"$100,000 under $200,000",316
14048,"$200,000 or more",36
,,
14051,,"9,821"
14051,"$1 under $25,000",2990
14051,"$25,000 under $50,000",1311
14051,"$50,000 under $75,000",1051
14051,"$75,000 under $100,000",1124
14051,"$100,000 under $200,000",2351
14051,"$200,000 or more",994
,,
14052,,"8,807"
14052,"$1 under $25,000",2927
14052,"$25,000 under $50,000",1672
14052,"$50,000 under $75,000",1214
14052,"$75,000 under $100,000",1033
14052,"$100,000 under $200,000",1506
14052,"$200,000 or more",455
,,
14054,,633
14054,"$1 under $25,000",214
14054,"$25,000 under $50,000",183
14054,"$50,000 under $75,000",127
14054,"$75,000 under $100,000",56
14054,"$100,000 under $200,000",53
14054,"$200,000 or more",**
,,
14055,,693
14055,"$1 under $25,000",250
14055,"$25,000 under $50,000",152
14055,"$50,000 under $75,000",120
14055,"$75,000 under $100,000",89
14055,"$100,000 under $200,000",82
14055,"$200,000 or more",**
,,
14057,,"4,125"
14057,"$1 under $25,000",1489
14057,"$25,000 under $50,000",906
14057,"$50,000 under $75,000",613
14057,"$75,000 under $100,000",473
14057,"$100,000 under $200,000",564
14057,"$200,000 or more",80
,,
14058,,"1,124"
14058,"$1 under $25,000",455
14058,"$25,000 under $50,000",263
14058,"$50,000 under $75,000",189
14058,"$75,000 under $100,000",121
14058,"$100,000 under $200,000",96
14058,"$200,000 or more",**
,,
14059,,"4,863"
14059,"$1 under $25,000",1648
14059,"$25,000 under $50,000",938
14059,"$50,000 under $75,000",705
14059,"$75,000 under $100,000",599
14059,"$100,000 under $200,000",789
14059,"$200,000 or more",184
,,
14060,,191
14060,"$1 under $25,000",80
14060,"$25,000 under $50,000",60
14060,"$50,000 under $75,000",51
14060,"$75,000 under $100,000",**
14060,"$100,000 under $200,000",**
14060,"$200,000 or more",**
,,
14062,,"1,573"
14062,"$1 under $25,000",612
14062,"$25,000 under $50,000",431
14062,"$50,000 under $75,000",269
14062,"$75,000 under $100,000",151
14062,"$100,000 under $200,000",110
14062,"$200,000 or more",**
,,
14063,,"5,223"
14063,"$1 under $25,000",2060
14063,"$25,000 under $50,000",1146
14063,"$50,000 under $75,000",797
14063,"$75,000 under $100,000",559
14063,"$100,000 under $200,000",585
14063,"$200,000 or more",76
,,
14065,,756
14065,"$1 under $25,000",293
14065,"$25,000 under $50,000",230
14065,"$50,000 under $75,000",134
14065,"$75,000 under $100,000",70
14065,"$100,000 under $200,000",29
14065,"$200,000 or more",**
,,
14066,,471
14066,"$1 under $25,000",192
14066,"$25,000 under $50,000",125
14066,"$50,000 under $75,000",83
14066,"$75,000 under $100,000",43
14066,"$100,000 under $200,000",28
14066,"$200,000 or more",**
,,
14067,,"2,372"
14067,"$1 under $25,000",875
14067,"$25,000 under $50,000",636
14067,"$50,000 under $75,000",366
14067,"$75,000 under $100,000",285
14067,"$100,000 under $200,000",210
14067,"$200,000 or more",**
,,
14068,,"3,540"
14068,"$1 under $25,000",1187
14068,"$25,000 under $50,000",576
14068,"$50,000 under $75,000",464
14068,"$75,000 under $100,000",386
14068,"$100,000 under $200,000",699
14068,"$200,000 or more",228
,,
14069,,443
14069,"$1 under $25,000",154
14069,"$25,000 under $50,000",91
14069,"$50,000 under $75,000",67
14069,"$75,000 under $100,000",70
14069,"$100,000 under $200,000",61
14069,"$200,000 or more",**
,,
14070,,"2,334"
14070,"$1 under $25,000",976
14070,"$25,000 under $50,000",678
14070,"$50,000 under $75,000",351
14070,"$75,000 under $100,000",176
14070,"$100,000 under $200,000",153
14070,"$200,000 or more",**
,,
14072,,"10,397"
14072,"$1 under $25,000",3385
14072,"$25,000 under $50,000",1936
14072,"$50,000 under $75,000",1518
14072,"$75,000 under $100,000",1342
14072,"$100,000 under $200,000",1807
14072,"$200,000 or more",409
,,
14075,,"22,036"
14075,"$1 under $25,000",7879
14075,"$25,000 under $50,000",4798
14075,"$50,000 under $75,000",3341
14075,"$75,000 under $100,000",2532
14075,"$100,000 under $200,000",3005
14075,"$200,000 or more",481
